用户ID,ITE,客户类型
U00096977,0.15792581525742183,敏感型
U00072229,0.15791187561083175,敏感型
U00089429,0.15790660495328168,敏感型
U00015155,0.15789245302613242,敏感型
U00039666,0.1578536029494071,敏感型
U00071898,0.15779959466309446,敏感型
U00007139,0.15779749102965024,敏感型
U00000730,0.1576515466619563,敏感型
U00046704,0.15762409542437972,敏感型
U00073841,0.15760873749397813,敏感型
U00036923,0.15759748805144863,敏感型
U00099556,0.15758763763200911,敏感型
U00086699,0.15743995204122468,敏感型
U00044124,0.15743582941149714,敏感型
U00005460,0.1574231612497653,敏感型
U00086760,0.15740358967630957,敏感型
U00032342,0.15726417845861262,敏感型
U00098733,0.1572122295114401,敏感型
U00033596,0.1571383088804577,敏感型
U00073731,0.15713669201691455,敏感型
U00037883,0.15704542933901766,敏感型
U00061589,0.15700764683878238,敏感型
U00009106,0.15700039175095498,敏感型
U00080973,0.1569721115336492,敏感型
U00070187,0.15695949706170442,敏感型
U00079813,0.15695938387511804,敏感型
U00039593,0.1569150451202697,敏感型
U00058688,0.1569122647300345,敏感型
U00041944,0.15691223116735614,敏感型
U00043662,0.156905889685782,敏感型
U00094982,0.1569038152871794,敏感型
U00090681,0.1568334916716147,敏感型
U00054902,0.1568328706465849,敏感型
U00072979,0.15681748804114592,敏感型
U00052986,0.15678479795193695,敏感型
U00096521,0.15676958649674771,敏感型
U00060646,0.15676823393666905,敏感型
U00093627,0.15673673783455383,敏感型
U00086201,0.15668520451924212,敏感型
U00053050,0.15668515014802575,敏感型
U00001811,0.15667938045205548,敏感型
U00075639,0.15667867442025307,敏感型
U00000086,0.1566493691322548,敏感型
U00041537,0.15661494651981717,敏感型
U00024644,0.1565975675878723,敏感型
U00050232,0.1565937181490482,敏感型
U00074942,0.1565547114481634,敏感型
U00057027,0.15655298638483872,敏感型
U00074227,0.15655152242904308,敏感型
U00003784,0.15654268572639296,敏感型
U00022465,0.15652298688340427,敏感型
U00095456,0.15649291991160474,敏感型
U00030799,0.15648953040206187,敏感型
U00078000,0.15646720809263903,敏感型
U00075992,0.15644790698205335,敏感型
U00002544,0.15637947813733355,敏感型
U00047275,0.1563756362208788,敏感型
U00022496,0.15636686679661016,敏感型
U00001103,0.15635542527617718,敏感型
U00019522,0.15631454391532468,敏感型
U00061050,0.15630953848848295,敏感型
U00014302,0.15629012233351358,敏感型
U00054508,0.15627069873868032,敏感型
U00069596,0.15625778343964142,敏感型
U00087736,0.15622718357448784,敏感型
U00049109,0.1562149040541792,敏感型
U00084070,0.15617318878295405,敏感型
U00043990,0.1561552483441095,敏感型
U00066961,0.15615096001707018,敏感型
U00012803,0.15613166282075025,敏感型
U00069725,0.15608725055119943,敏感型
U00041670,0.15598458843453777,敏感型
U00074609,0.1559407739366312,敏感型
U00069979,0.15593716166956756,敏感型
U00092758,0.15589524356624873,敏感型
U00087739,0.15587238079998594,敏感型
U00073033,0.15585448789667272,敏感型
U00078061,0.15584185999500277,敏感型
U00083453,0.15583759313160517,敏感型
U00002597,0.15583700835125708,敏感型
U00045998,0.1557452675154894,敏感型
U00085652,0.15563772492831973,敏感型
U00070706,0.1556053750246859,敏感型
U00039661,0.15557304952980067,敏感型
U00053256,0.15551553640454185,敏感型
U00082444,0.1554587592582664,敏感型
U00036713,0.15544879625292457,敏感型
U00004864,0.1553963108132722,敏感型
U00073483,0.1553959906756608,敏感型
U00076836,0.15533279245746562,敏感型
U00056992,0.1553050322733393,敏感型
U00019954,0.15529253373062557,敏感型
U00073604,0.15523422163470407,敏感型
U00099121,0.1552332825296292,敏感型
U00099478,0.15520630575893835,敏感型
U00049247,0.15519748444687376,敏感型
U00089308,0.15514968674198232,敏感型
U00011652,0.15511630833600626,敏感型
U00070632,0.15508714703046333,敏感型
U00058036,0.1550716402899885,敏感型
U00028223,0.15503112661277496,敏感型
U00084176,0.15491566956813346,敏感型
U00030829,0.1549023902182025,敏感型
U00041765,0.1548720414515491,敏感型
U00024387,0.15484079018174374,敏感型
U00059328,0.15479056267531915,敏感型
U00094686,0.15478432144193977,敏感型
U00070464,0.15478112566933183,敏感型
U00043024,0.15472598176008762,敏感型
U00003475,0.1545945361088153,敏感型
U00025453,0.15450801948477494,敏感型
U00043043,0.15447489211789822,敏感型
U00064538,0.15447153649993356,敏感型
U00031725,0.15443235754839013,敏感型
U00030300,0.15440304953991257,敏感型
U00082887,0.15439734222132534,敏感型
U00086317,0.15437745283418203,敏感型
U00076266,0.1543762101476321,敏感型
U00048269,0.15436452818721857,敏感型
U00033247,0.15434099332075712,敏感型
U00069766,0.15431274361488,敏感型
U00037927,0.15430472296330217,敏感型
U00013693,0.15428991953545895,敏感型
U00066815,0.15427852462791614,敏感型
U00051625,0.15426334725103602,敏感型
U00050383,0.15422491165445756,敏感型
U00011822,0.1542067786553472,敏感型
U00015639,0.15420063073761847,敏感型
U00005054,0.15411770922227958,敏感型
U00087298,0.15410014915184972,敏感型
U00081376,0.15406900085824665,敏感型
U00032263,0.15406839372718173,敏感型
U00020761,0.15403512096307959,敏感型
U00047154,0.15402415185597335,敏感型
U00096484,0.1538869702470373,敏感型
U00029310,0.15387639071011255,敏感型
U00086916,0.15383192470572776,敏感型
U00015764,0.15382331751288125,敏感型
U00071426,0.15381260940356678,敏感型
U00058516,0.1538094090193421,敏感型
U00022204,0.1537824002704083,敏感型
U00026814,0.15378104199773682,敏感型
U00078607,0.15377662990598762,敏感型
U00065014,0.1537471979748165,敏感型
U00037712,0.15371254132923445,敏感型
U00020799,0.15370301079108223,敏感型
U00058932,0.15363766101470083,敏感型
U00025249,0.15363473367049812,敏感型
U00021783,0.15363137409881406,敏感型
U00091854,0.15362502479572798,敏感型
U00066649,0.15360704341849252,敏感型
U00097114,0.15357304109561537,敏感型
U00065904,0.153495493970481,敏感型
U00019407,0.153477850393215,敏感型
U00087301,0.15344850734898968,敏感型
U00068323,0.15342120403440163,敏感型
U00058387,0.15341333099790172,敏感型
U00043711,0.15337501879079224,敏感型
U00060911,0.1533749354233755,敏感型
U00006351,0.1533396498991938,敏感型
U00068421,0.15328758803873788,敏感型
U00032816,0.15328290357108015,敏感型
U00062108,0.15324420127205163,敏感型
U00046060,0.15319108515266028,敏感型
U00072551,0.1531699744850032,敏感型
U00066525,0.15314977400475033,敏感型
U00036536,0.1531429164713432,敏感型
U00072331,0.153120091086909,敏感型
U00052543,0.15307560883847932,敏感型
U00057789,0.15305099942937955,敏感型
U00078115,0.1530396684690114,敏感型
U00016665,0.15297377045612198,敏感型
U00027667,0.1529004336894335,敏感型
U00004627,0.1528896896873947,敏感型
U00047331,0.1528873631470481,敏感型
U00055649,0.15286610002049233,敏感型
U00054389,0.1528569868767628,敏感型
U00092537,0.1528250229899299,敏感型
U00003678,0.15282428078918686,敏感型
U00041428,0.1528230668423069,敏感型
U00067109,0.1528005915136434,敏感型
U00029959,0.1527031740332973,敏感型
U00094079,0.15262719603219022,敏感型
U00069009,0.1526200517839576,敏感型
U00041300,0.15256707533002195,敏感型
U00038117,0.15256707533002195,敏感型
U00004358,0.15255580702498206,敏感型
U00030403,0.15250179764434468,敏感型
U00027938,0.152495870172297,敏感型
U00015941,0.15247554321106105,敏感型
U00094857,0.15246843198452337,敏感型
U00087295,0.15245715733778858,敏感型
U00032478,0.1524409534349762,敏感型
U00026045,0.1523503371536588,敏感型
U00038863,0.15233882459702186,敏感型
U00096905,0.15232310100201485,敏感型
U00051047,0.15231601405190487,敏感型
U00082874,0.15229910761456367,敏感型
U00083563,0.15227577321097957,敏感型
U00027702,0.15223721367456783,敏感型
U00044440,0.15223454762961436,敏感型
U00078321,0.1522331662971539,敏感型
U00023507,0.15221554246584962,敏感型
U00082844,0.1522133619730982,敏感型
U00032906,0.15221118672603862,敏感型
U00019657,0.15220200593770578,敏感型
U00066566,0.15218635102114408,敏感型
U00059921,0.15216839236353247,敏感型
U00066754,0.15216817711183628,敏感型
U00064979,0.15215574480446958,敏感型
U00047604,0.15213996440975375,敏感型
U00098448,0.15210488883901663,敏感型
U00071057,0.15206985713989163,敏感型
U00003244,0.15205890303176928,敏感型
U00097587,0.15203268695220445,敏感型
U00068385,0.152028547642081,敏感型
U00053437,0.15202358823117984,敏感型
U00091369,0.1520160146049499,敏感型
U00083810,0.1520160146049499,敏感型
U00024256,0.1520043710195751,敏感型
U00074472,0.1519856579905845,敏感型
U00069763,0.15196595078311353,敏感型
U00043270,0.15195042059239794,敏感型
U00030612,0.15193207730143182,敏感型
U00069121,0.15188198779372336,敏感型
U00085817,0.15186970765407115,敏感型
U00045554,0.15184390293894234,敏感型
U00059797,0.15183670463403365,敏感型
U00028443,0.15177719261773942,敏感型
U00056926,0.15177487844087506,敏感型
U00067502,0.15174601181788117,敏感型
U00017284,0.15172336838289602,敏感型
U00008726,0.1517090892355643,敏感型
U00011680,0.15163378284624202,敏感型
U00013595,0.1516251494582237,敏感型
U00092086,0.15162277878865565,敏感型
U00081757,0.15161180420930492,敏感型
U00079253,0.15160324276726495,敏感型
U00048293,0.15145668688776553,敏感型
U00040998,0.1514540602302571,敏感型
U00027240,0.15144254066817753,敏感型
U00008837,0.1513906934273898,敏感型
U00021522,0.151370722163073,敏感型
U00059558,0.15136944729028545,敏感型
U00007468,0.15136738852956255,敏感型
U00074429,0.15136655000141302,敏感型
U00077052,0.1513635235588251,敏感型
U00082676,0.15136163197853109,敏感型
U00001379,0.1513204309974135,敏感型
U00064432,0.15131000231093833,敏感型
U00025875,0.15126951573086006,敏感型
U00053790,0.151258191466835,敏感型
U00036653,0.15124750314689062,敏感型
U00063261,0.15123881278526435,敏感型
U00064129,0.15123658087687353,敏感型
U00053812,0.15123541493070614,敏感型
U00015153,0.15122455332992152,敏感型
U00029587,0.1512219370562466,敏感型
U00026532,0.15110982752229535,敏感型
U00028366,0.15108972239650292,敏感型
U00068589,0.15107270276610713,敏感型
U00006909,0.1510710764619883,敏感型
U00047934,0.15106877522701345,敏感型
U00097730,0.1510142180379932,敏感型
U00073672,0.15101018455536663,敏感型
U00026076,0.15100586139993405,敏感型
U00079215,0.15099859657277304,敏感型
U00031521,0.15099707303330973,敏感型
U00065224,0.1509839076994796,敏感型
U00078280,0.1509668747437916,敏感型
U00058045,0.15093505273563995,敏感型
U00001911,0.1509141390502513,敏感型
U00064918,0.1508867208577519,敏感型
U00014035,0.15088504494604854,敏感型
U00064879,0.1508643674210161,敏感型
U00038008,0.15084895431352147,敏感型
U00023345,0.15082552664027193,敏感型
U00090727,0.15077638536057075,敏感型
U00088011,0.15075770714353337,敏感型
U00071482,0.15074118887744303,敏感型
U00061894,0.15070231499078163,敏感型
U00030780,0.15069367303827125,敏感型
U00049952,0.15066741187371935,敏感型
U00037696,0.15065126590194028,敏感型
U00083088,0.1506430724427304,敏感型
U00080177,0.15062879713956961,敏感型
U00008875,0.15062879713956961,敏感型
U00025800,0.15061154030523194,敏感型
U00032995,0.15056168380440837,敏感型
U00044335,0.15052922570271104,敏感型
U00083134,0.15051009466078125,敏感型
U00020243,0.15050888763180004,敏感型
U00007515,0.15050794273553902,敏感型
U00098708,0.1504607897788643,敏感型
U00000821,0.15043843178872818,敏感型
U00035778,0.15042355025545956,敏感型
U00015315,0.15040084892011268,敏感型
U00025272,0.15039623095974652,敏感型
U00018244,0.15037806622822625,敏感型
U00060909,0.15037470931989794,敏感型
U00076358,0.1503735475410804,敏感型
U00005932,0.15036825437013845,敏感型
U00022364,0.15033474363589377,敏感型
U00068423,0.15027702009371857,敏感型
U00024719,0.1502731110710695,敏感型
U00055470,0.1502712332166677,敏感型
U00038976,0.1502315020316402,敏感型
U00026109,0.15023124675854033,敏感型
U00047383,0.15018843693337464,敏感型
U00039491,0.15018532967645187,敏感型
U00010425,0.15014512492915494,敏感型
U00010306,0.15011321106716335,敏感型
U00033903,0.15008751179427804,敏感型
U00085418,0.15008448587011036,敏感型
U00033542,0.15006097375777977,敏感型
U00063952,0.15003937322173022,敏感型
U00007534,0.15002545407752194,敏感型
U00015961,0.15002543776910882,敏感型
U00091221,0.1500217531932438,敏感型
U00030484,0.14999636445048875,敏感型
U00014151,0.14997997974299837,敏感型
U00047419,0.14997469546444536,敏感型
U00061670,0.1499704610711362,敏感型
U00084813,0.1499609374013649,敏感型
U00092228,0.14993514396043894,敏感型
U00048502,0.1499151677602743,敏感型
U00057348,0.14990963560525622,敏感型
U00022990,0.14988717713304384,敏感型
U00017330,0.14986142877748038,敏感型
U00045017,0.14985647798918694,敏感型
U00043903,0.14985647798918694,敏感型
U00024650,0.1498231345768532,敏感型
U00096150,0.14980827261476348,敏感型
U00066880,0.14979874213225453,敏感型
U00098715,0.1497977256337113,敏感型
U00052343,0.14978469770836267,敏感型
U00017086,0.14978423619059,敏感型
U00086620,0.149779801151803,敏感型
U00008667,0.149772748985754,敏感型
U00089067,0.1497544692353624,敏感型
U00076439,0.14975426434585387,敏感型
U00021834,0.14975048926974116,敏感型
U00005520,0.1497450553961932,敏感型
U00020392,0.14969688573135964,敏感型
U00024247,0.14968014051023137,敏感型
U00095629,0.14965837143421423,敏感型
U00078102,0.1496532794668014,敏感型
U00065443,0.14963546907282765,敏感型
U00030643,0.14960523561360745,敏感型
U00045031,0.14959809520780293,敏感型
U00087307,0.14959809520780293,敏感型
U00073974,0.14959231604281403,敏感型
U00071141,0.1495734357811231,敏感型
U00098882,0.1495396331432879,敏感型
U00047848,0.14953692385633438,敏感型
U00015396,0.1495049344164538,敏感型
U00093374,0.1494657672332524,敏感型
U00070516,0.14946218062452304,敏感型
U00060894,0.1494577915393968,敏感型
U00083277,0.1494496927775693,敏感型
U00083981,0.14943078137563204,敏感型
U00043794,0.14942743288990723,敏感型
U00039513,0.1494153915371923,敏感型
U00052398,0.14933292315953517,敏感型
U00034924,0.14932728823931918,敏感型
U00014422,0.14931871859101864,敏感型
U00050810,0.14931871859101864,敏感型
U00078845,0.14924001556507793,敏感型
U00094435,0.14923673199061976,敏感型
U00056090,0.14918163099507264,敏感型
U00039539,0.14914961133105376,敏感型
U00081598,0.14913522690499353,敏感型
U00030263,0.14909597700898208,敏感型
U00011910,0.14909597700898208,敏感型
U00008735,0.14907212501338263,敏感型
U00012849,0.14907212501338263,敏感型
U00060879,0.149053470592737,敏感型
U00029480,0.1490099009096671,敏感型
U00054200,0.1489471087034503,敏感型
U00015723,0.14894270546000843,敏感型
U00073594,0.1489250174690252,敏感型
U00025061,0.1489147351021441,敏感型
U00004732,0.1489027835636857,敏感型
U00075468,0.14889910918793403,敏感型
U00079535,0.14889910918793403,敏感型
U00076202,0.14887945937642294,敏感型
U00084575,0.1488741550331854,敏感型
U00044355,0.14887247785867563,敏感型
U00047008,0.148854388703691,敏感型
U00073167,0.14884555647610676,敏感型
U00017182,0.1488436956504775,敏感型
U00008323,0.1488317327030631,敏感型
U00006896,0.14882480845134421,敏感型
U00092029,0.1488193624700005,敏感型
U00084691,0.14880247600232077,敏感型
U00080299,0.14879807579652227,敏感型
U00085764,0.14877971846363475,敏感型
U00088164,0.14877069174263702,敏感型
U00018660,0.1487666911271489,敏感型
U00059615,0.14876329733653315,敏感型
U00044886,0.148763239967648,敏感型
U00089541,0.1487548612278835,敏感型
U00042539,0.14874866842956352,敏感型
U00090552,0.14874281973120745,敏感型
U00078047,0.14873227552768709,敏感型
U00045758,0.14871051267705265,敏感型
U00046278,0.14871048697834438,敏感型
U00002867,0.1487005428576017,敏感型
U00097060,0.14868010919862318,敏感型
U00050050,0.14862280603317146,敏感型
U00003121,0.14861039076628646,敏感型
U00045329,0.14860808693434363,敏感型
U00054388,0.14859687980719427,敏感型
U00033456,0.1485873887051844,敏感型
U00041706,0.14856460996722554,敏感型
U00095391,0.1485624034597922,敏感型
U00003369,0.14855772309155907,敏感型
U00091858,0.14853521611331177,敏感型
U00047101,0.14853247676943954,敏感型
U00009015,0.14850874475559234,敏感型
U00058916,0.1484639626435168,敏感型
U00067932,0.148454356351308,敏感型
U00041257,0.1483897384961183,敏感型
U00072208,0.14838276119256671,敏感型
U00088949,0.14835544914524756,敏感型
U00059749,0.14835190556602518,敏感型
U00085135,0.1483482842000285,敏感型
U00038341,0.14832046531104698,敏感型
U00002730,0.1483108257107097,敏感型
U00025349,0.14826287188488463,敏感型
U00037390,0.14825531135792447,敏感型
U00080333,0.14822265350249764,敏感型
U00042608,0.1482172430382973,敏感型
U00075548,0.1482172430382973,敏感型
U00054676,0.14818007920428516,敏感型
U00073016,0.14818007920428516,敏感型
U00038967,0.1481770195191831,敏感型
U00030266,0.1481763006281565,敏感型
U00095347,0.14816368687906567,敏感型
U00021047,0.148152453759253,敏感型
U00015677,0.14814826319740942,敏感型
U00047133,0.14813476260221614,敏感型
U00008725,0.14813196667820344,敏感型
U00049627,0.1481206186361959,敏感型
U00017299,0.14810680307192337,敏感型
U00043638,0.1480905156480396,敏感型
U00050219,0.14806655712687972,敏感型
U00006330,0.14805166844180673,敏感型
U00041559,0.14805022045740246,敏感型
U00062521,0.1480213578977735,敏感型
U00085506,0.14799611428063542,敏感型
U00055872,0.147994349978318,敏感型
U00083066,0.14799329335035388,敏感型
U00008768,0.14798533334913738,敏感型
U00022209,0.14797963667490582,敏感型
U00016941,0.14797585895898474,敏感型
U00008163,0.14796749469361437,敏感型
U00023146,0.1479622231750507,敏感型
U00098492,0.14796012514978307,敏感型
U00032848,0.14795239471436145,敏感型
U00098834,0.14794436398385757,敏感型
U00022546,0.14792798534280488,敏感型
U00084899,0.14792143309951616,敏感型
U00088411,0.14791781447375701,敏感型
U00008018,0.14788112492719346,敏感型
U00015926,0.14786994085757704,敏感型
U00083271,0.14786507618169215,敏感型
U00029229,0.14782887637556064,敏感型
U00053515,0.14781989907640986,敏感型
U00000499,0.14779564610403884,敏感型
U00060412,0.14779564610403884,敏感型
U00028924,0.14773485489604588,敏感型
U00070199,0.14773208404324406,敏感型
U00068251,0.14772426778429187,敏感型
U00011498,0.14771827823859313,敏感型
U00039112,0.14771406705836115,敏感型
