用户ID,ITE
U00051138,0.11064812233256982
U00047106,0.12863423677757552
U00003741,0.11259898790349482
U00078499,0.14669507507512242
U00093896,0.11501931128544013
U00093020,0.1266172622622475
U00074429,0.15136655000141302
U00075822,0.13175464728227038
U00067664,0.11033565996206834
U00067017,0.12351777393319602
U00012338,0.1168196008477067
U00081437,0.10898982069669949
U00077840,0.12460784150121462
U00092926,0.11897077834549341
U00080802,0.1378057741691298
U00027277,0.13333011317970062
U00027651,0.12621715078464507
U00019343,0.12670810277489336
U00019464,0.11737531764208642
U00008597,0.14292208711537208
U00060113,0.13013717714756146
U00058253,0.10771533745015893
U00065633,0.11329058120462587
U00027186,0.13348276563478695
U00083037,0.1258922674687455
U00075372,0.13822829183949553
U00068109,0.1229627105491502
U00012404,0.10816639340898898
U00006169,0.11904298680794922
U00055428,0.12350298784764147
U00035502,0.1287609540231579
U00093482,0.11143471697247243
U00016040,0.10839166891362217
U00028505,0.11845447796632125
U00098157,0.11853219507571094
U00048495,0.19193608011711716
U00098996,0.12308804999051876
U00061615,0.11073764711181705
U00019501,0.1245622969627806
U00087133,0.11468172316321579
U00000742,0.1376311099749094
U00000377,0.1251769557623511
U00019432,0.12511649089437177
U00032117,0.10632043562047377
U00001535,0.14680998885461
U00029075,0.10701840163633683
U00060015,0.13315755075237923
U00082560,0.10369566489326959
U00048436,0.1034894463070955
U00097230,0.13020781000039355
U00083835,0.1318982413693784
U00003028,0.12412615005138322
U00090579,0.13223465300265147
U00006407,0.11236484301152055
U00025215,0.10686531260356086
U00009626,0.12763219433312267
U00069545,0.1318677901812742
U00014647,0.11035643748334223
U00087525,0.140986096453333
U00079446,0.10377183098638651
U00050279,0.13247174430997466
U00011000,0.16984814739505544
U00057035,0.16267882938627043
U00011790,0.1099101872792323
U00086769,0.12664182977785265
U00077911,0.10204524570550194
U00002520,0.11671828993016087
U00089591,0.13395321732474452
U00005996,0.1115250632148142
U00015867,0.11781946802305368
U00080512,0.1167372800441609
U00095275,0.10677827623083697
U00026234,0.12998988377402942
U00013999,0.10368964290100507
U00031737,0.1159426601735416
U00037608,0.14175573410865172
U00043641,0.12883856276256145
U00078562,0.11096057629109357
U00061997,0.12565323507623466
U00039580,0.11364448715509207
U00031283,0.1293145363636679
U00003900,0.11470605609618995
U00050837,0.11415357915675528
U00071512,0.13293134274304308
U00097414,0.14583511408767158
U00014077,0.11521321515459057
U00027835,0.12128367709424859
U00047728,0.1397543260328235
U00035418,0.1028023988299312
U00010658,0.12737436618811954
U00077884,0.1381044025362232
U00039436,0.10980635721897086
U00064840,0.18854045987044782
U00037516,0.1060589615500282
U00093485,0.13422316398022544
U00069402,0.12406530104091551
U00078468,0.13609082445154447
U00082222,0.1308362425801366
U00014758,0.11970881526639743
U00014286,0.142056696747289
U00060732,0.12496180580566346
U00091748,0.12555126340172823
U00060170,0.1263898376771878
U00037145,0.14463458738703178
U00030780,0.15069367303827125
U00016801,0.11763535631565084
U00046842,0.11774236912725017
U00066590,0.12105490830844995
U00067966,0.11409691300427732
U00037865,0.11972735897785297
U00001189,0.10598166974407403
U00007117,0.11823431414229585
U00032141,0.1317010157681821
U00022512,0.2571004314706016
U00039632,0.1369191464457667
U00027098,0.1257499541721414
U00033484,0.11620574218819968
U00040040,0.11163079726564976
U00079998,0.11580515931782243
U00016011,0.13106983448086312
U00064522,0.13742992618323674
U00061182,0.14302211868010306
U00084064,0.13470799883701096
U00052729,0.11779884644635996
U00014422,0.14931871859101864
U00070412,0.1301984184742711
U00032511,0.11878718140044109
U00054629,0.12563046905554182
U00069816,0.12215809247270365
U00064724,0.13799539336182365
U00055988,0.12736242925059726
U00014915,0.14010011838768516
U00056796,0.1613590705780184
U00052148,0.10235697269798585
U00068948,0.14306885262055957
U00046278,0.14871048697834438
U00028277,0.14426657748560073
U00015584,0.1362240617060646
U00093470,0.11069579085347797
U00030852,0.12551847804221733
U00068645,0.10617277209105563
U00056778,0.12505328860763876
U00016078,0.13346155121022635
U00067344,0.11514141354935375
U00030705,0.11760130769242705
U00056135,0.12226077207753844
U00030377,0.12708735315726916
U00045810,0.10674387378156913
U00023643,0.11214357546631551
U00037920,0.1673688268928471
U00068810,0.13936971705839168
U00043290,0.10389479026789816
U00098653,0.16091551139218707
U00055722,0.1418155834240991
U00079845,0.129851479507256
U00005054,0.15411770922227958
U00048363,0.1323600523211913
U00060204,0.13242736296849877
U00072099,0.13626931064921283
U00076849,0.14526145854254913
U00041821,0.10218720923863112
U00033882,0.11160462804182913
U00007199,0.13342473609706912
U00029808,0.12623477108860198
U00098659,0.11534376001382735
U00012946,0.10485055707577434
U00093009,0.1266334114887145
U00065288,0.12237561213318088
U00031017,0.12630864318136703
U00090562,0.1179152268838079
U00060909,0.15037470931989794
U00059328,0.15479056267531915
U00084192,0.11487049472224858
U00000445,0.13407978448471136
U00046978,0.14185730208556974
U00036257,0.14112301267974464
U00008447,0.11556997196310226
U00017115,0.12488870268413649
U00026919,0.11525505500711802
U00064910,0.13132952362405736
U00043043,0.15447489211789822
U00090806,0.10551336582910753
U00010482,0.1313760344659915
U00015913,0.10981741089028935
U00063503,0.10680783906745306
U00070000,0.10658439104334799
U00036618,0.11452311682787353
U00018252,0.11004537223597521
U00032805,0.10728059265276707
U00027702,0.15223721367456783
U00039841,0.10474132381147416
U00041773,0.1235361842955991
U00011078,0.10536127876563461
U00015157,0.10450466442223127
U00070753,0.11848245982087727
U00086186,0.12451805595467014
U00027508,0.1256149788354315
U00078894,0.12101753995050546
U00024583,0.12367554905578099
U00050888,0.1084875149522177
U00011948,0.12896772950043484
U00056383,0.1147736700065427
U00055649,0.15286610002049233
U00055684,0.13039171140604444
U00060186,0.1307938951690794
U00012966,0.11974327499881232
U00070459,0.14199749022407798
U00090205,0.13776880627120103
U00046872,0.12498094947525185
U00088081,0.12056950334011968
U00097644,0.13426361644983276
U00003389,0.1114000236724621
U00072064,0.1415708612334362
U00048113,0.13765640497448073
U00093254,0.1266948686238933
U00030796,0.11129200227151781
U00033354,0.12460105106942648
U00082444,0.1554587592582664
U00042608,0.1482172430382973
U00099824,0.12403712596982353
U00029425,0.11167509980311968
U00031660,0.13658050077014033
U00048781,0.12599626835164807
U00043851,0.12789692946057007
U00028506,0.10794913578362919
U00001367,0.10774308136956526
U00034204,0.12200505447448734
U00036840,0.1127751365415941
U00050530,0.12538721420787652
U00073580,0.12114168436499845
U00055165,0.11449049839795739
U00056820,0.11555328820278904
U00040465,0.14750585746520484
U00005475,0.11872233923470465
U00053870,0.1463718313507395
U00030326,0.14164964463153285
U00067656,0.1313213838004446
U00067255,0.12771305984576503
U00055293,0.11894918982347749
U00005460,0.1574231612497653
U00041257,0.1483897384961183
U00036546,0.10571189766353661
U00082895,0.13130295625635968
U00069299,0.11788124732620353
U00080099,0.13881266193148395
U00016643,0.10536514365886035
U00095635,0.13729383489667663
U00075626,0.12945294392528545
U00081194,0.11447171618096236
U00061572,0.12907272310240292
U00041158,0.11530886414984187
U00062661,0.11912250360925403
U00063567,0.10898830608064941
U00054962,0.1391011282519607
U00047231,0.1096543643214386
U00058837,0.1322827736414705
U00072551,0.1531699744850032
U00085615,0.11208893759827498
U00079527,0.12404094586268682
U00003428,0.11239152037056921
U00093719,0.1070648092124151
U00078319,0.11896189232656046
U00000366,0.1441698444585462
U00064665,0.1039871852372729
U00038850,0.10726102895703196
U00092596,0.10615515445246404
U00054492,0.11625330253331934
U00001575,0.11320313405054805
U00003842,0.12267714094506649
U00062028,0.11413062667752971
U00030983,0.10337592153437339
U00025862,0.11669108181999527
U00007345,0.13131884857064485
U00044273,0.13129614098044307
U00063107,0.10829874422375685
U00020995,0.13568326892987598
U00053852,0.16488541055584321
U00001443,0.16481624125228883
U00078898,0.1278122524357012
U00059558,0.15136944729028545
U00060690,0.1378250146398925
U00034255,0.12774674855212387
U00021450,0.14246154139100725
U00051668,0.13297817033151316
U00072030,0.10479401443419367
U00043604,0.17832878358070992
U00042663,0.11695338515720838
U00068180,0.13199647593376795
U00041559,0.14805022045740246
U00038555,0.12254624196636077
U00054896,0.11101640412948749
U00016117,0.11803234507280058
U00052222,0.10490022616091904
U00018836,0.1284858493127602
U00092223,0.1245669206825199
U00007145,0.16042369506268545
U00079381,0.1325303818372051
U00012883,0.14017302521816527
U00072592,0.12249405578113648
U00031885,0.12309372935031665
U00069508,0.1236820439246909
U00026530,0.14449499059619947
U00040456,0.12640313247164808
U00037618,0.12395822126194009
U00079792,0.12003635273421237
U00094496,0.10209463384080159
U00098205,0.1150473028211737
U00092318,0.14089188602347857
U00087750,0.13954878253940667
U00039126,0.1259191820316652
U00054620,0.13691700519915473
U00025001,0.10832907793015534
U00029227,0.12249278699598531
U00005822,0.1477076495175853
U00016683,0.11702052973151816
U00066341,0.13047898599349644
U00058167,0.10558363555378247
U00092070,0.1276502201807717
U00028686,0.13398207997618744
U00090750,0.1101874906737722
U00034344,0.10594911350360492
U00057437,0.13307169833111726
U00036026,0.1320032937601297
U00051891,0.1193441879752305
U00060141,0.10380530148741746
U00041822,0.13120160931979913
U00061532,0.14620665552753603
U00036343,0.1082023900325279
U00084713,0.14320785962387234
U00057970,0.12101869934847426
U00022533,0.12327296537263938
U00013410,0.10750675214262306
U00060553,0.1133657995597005
U00096732,0.11718035179075925
U00035260,0.12312395137404775
U00066296,0.13404927553185386
U00062551,0.1433843026374219
U00037668,0.13543724223909953
U00012170,0.13581901616894565
U00097217,0.11090564993958912
U00064835,0.125116224131263
U00058465,0.11567388190405964
U00049023,0.1301808708688945
U00089548,0.14207243989737978
U00059241,0.12780680856977128
U00097931,0.13565239215911423
U00023769,0.13258645318864481
U00066651,0.1340274743904033
U00050889,0.11636112974258139
U00058334,0.13024658078976958
U00003450,0.14579214188399608
U00004435,0.1336427110354652
U00010622,0.13959502633111465
U00021118,0.12482291759038971
U00022852,0.11716599735466277
U00007340,0.1190542959358829
U00070199,0.14773208404324406
U00000501,0.11091786508865664
U00057351,0.1274185089346676
U00027667,0.1529004336894335
U00043985,0.14615346413039648
U00092162,0.11822922609975961
U00026873,0.13416957274784325
U00078668,0.130272098012582
U00043313,0.14572036011604272
U00037883,0.15704542933901766
U00018762,0.12578314708067456
U00092206,0.1065099859622099
U00027247,0.11236509028609193
U00095693,0.11960361552806881
U00099785,0.11997274669744806
U00062922,0.11871737839794422
U00061203,0.11759197177578884
U00093500,0.1291131544808546
U00087654,0.12273357296862128
U00044844,0.1444374865583677
U00017560,0.10594366518397796
U00098067,0.11326814640250576
U00000747,0.11957247440125679
U00025865,0.137652966288969
U00091847,0.1332754607587573
U00011087,0.11540902816309903
U00082544,0.11352043550948238
U00054582,0.1456724803829325
U00003201,0.11968675698441683
U00078492,0.13977584662627668
U00098379,0.11484028264602175
U00039160,0.1294329398126342
U00095086,0.12029166050742174
U00047615,0.11764020755656801
U00021144,0.12448572116581136
U00036713,0.15544879625292457
U00024190,0.14660205045317326
U00072278,0.10353129251326096
U00001696,0.1072253320214685
U00017270,0.11561196024928061
U00083474,0.10733853999828452
U00098906,0.10530678724337195
U00072053,0.1300998473461042
U00032467,0.1260127988242593
U00052755,0.14522706025028637
U00068709,0.10768760674139871
U00063683,0.12225907300250291
U00031148,0.14739996420468898
U00080036,0.12378562170991753
U00043100,0.11255333043576082
U00059403,0.1112336597939817
U00014116,0.11349287632841953
U00014458,0.13045397673986442
U00018348,0.11097318356492264
U00050312,0.11795544521297824
U00041007,0.11122557468258326
U00026440,0.11805393224154143
U00040314,0.11201238978794348
U00097974,0.1358518592820716
U00085896,0.13099619500179244
U00024644,0.1565975675878723
U00084813,0.1499609374013649
U00094093,0.11669898849763233
U00069725,0.15608725055119943
U00092809,0.1297034884000826
U00022706,0.1102779003317721
U00016727,0.10664712305254603
U00073665,0.12192489171240867
U00005946,0.1171198025698088
U00095169,0.11892039897345025
U00052993,0.13312149807291163
U00021047,0.148152453759253
U00056851,0.10393777778679286
U00067316,0.1312067449482303
U00042564,0.13576196564027598
U00037606,0.16195330262695684
U00050407,0.12171619653708249
U00042743,0.12394370767664914
U00034431,0.14502521361066528
U00032689,0.10252930270266825
U00045929,0.12189084933355715
U00066882,0.10887448997940763
U00051832,0.1273573227226219
U00025229,0.13776364878764125
U00010306,0.15011321106716335
U00008953,0.14069569702732487
U00066393,0.11158486828771402
U00041883,0.1163153459941898
U00042457,0.12175127361436228
U00021429,0.11573191726399912
U00057535,0.11093206491995417
U00033868,0.1414414994352613
U00022336,0.10333513860771279
U00081759,0.137894132254117
U00046458,0.1392002485362983
U00021337,0.11234960316201581
U00079251,0.11012048565839483
U00067028,0.11562481931450408
U00051001,0.14686008117052096
U00079019,0.1285724945808221
U00013811,0.14539810027519695
U00049437,0.11216787610290269
U00013032,0.10335349556170415
U00087065,0.12128561616882105
U00060213,0.13382407930620926
U00036731,0.113919683596435
U00052023,0.10797977027140532
U00022496,0.15636686679661016
U00028314,0.12409602988875762
U00061432,0.13224006153641082
U00043283,0.11469727917378708
U00060792,0.10355841536142257
U00038706,0.12489358243302195
U00062304,0.16617402472225656
U00097761,0.14723942452050648
U00057111,0.11317613220503991
U00049569,0.1465811960125784
U00078000,0.15646720809263903
U00088262,0.10330424543234462
U00067072,0.10911205172222069
U00091234,0.1142832323136872
U00080620,0.10622071409660572
U00073339,0.10346676473348515
U00035067,0.12738786099233868
U00090993,0.10639480385133998
U00082948,0.1293675124871641
U00026502,0.14288985103715157
U00069670,0.12567989079973385
U00056427,0.10295919315895291
U00007097,0.11971201377918242
U00086861,0.1230152422333255
U00089750,0.1352454967189065
U00060107,0.11870422716929141
U00037193,0.11173008173078247
U00016912,0.1453610956732943
U00068999,0.12474389998163204
U00083124,0.146608319212588
U00070242,0.11288537860528064
U00089774,0.10497028409337977
U00088717,0.1145371408098681
U00057840,0.14136154533596912
U00027129,0.11167084922051818
U00003650,0.12551211082594682
U00063889,0.1229544434836134
U00069916,0.13428279425554757
U00020193,0.14645977452776637
U00078842,0.13760475544455542
U00072698,0.13597395501071735
U00056631,0.12297212189054613
U00062029,0.10651522341698427
U00092746,0.10795420970019864
U00019626,0.10778431964614421
U00006098,0.11729258082720656
U00044254,0.10292381322324148
U00012960,0.12232031807378257
U00000564,0.14597776239311866
U00051193,0.11116507513175145
U00048905,0.10260465571436372
U00012919,0.12603363278508528
U00084278,0.10851224133762055
U00018524,0.12878277586204606
U00039326,0.10673931534471909
U00052933,0.16208493447365085
U00020753,0.13054761009215093
U00033366,0.1168833362412407
U00011228,0.12783496866650484
U00039240,0.1336456495977783
U00076885,0.14327895618496084
U00043774,0.11685516097963605
U00054725,0.14164687788020253
U00003981,0.1148972669714376
U00066898,0.11806287146159544
U00049236,0.11466363025604509
U00074516,0.10463021194909206
U00048954,0.12171619653708249
U00055603,0.10372326400236437
U00003111,0.13023347910692123
U00005891,0.12279059701857353
U00031510,0.13100674068648355
U00023086,0.1418304192286446
U00013704,0.13369990742967114
U00014035,0.15088504494604854
U00048566,0.13219344554567886
U00052546,0.14201874096514078
U00050588,0.1216913309023886
U00093988,0.1273814480747018
U00075874,0.10941508762192675
U00061946,0.11117309182136126
U00075495,0.10624046541511262
U00042836,0.13916567013456288
U00002458,0.11076746569776902
U00077856,0.12196761098272552
U00023706,0.131329398002134
U00034685,0.11936892941176735
U00008608,0.13265184465827035
U00098448,0.15210488883901663
U00071487,0.11838155532194777
U00018654,0.11792927518411744
U00049382,0.10946838719064211
U00051403,0.12825063593545916
U00033819,0.1293207096890488
U00015226,0.12628511615181304
U00022433,0.12465398301756497
U00065193,0.13220541910222278
U00034360,0.11640524558143794
U00043461,0.11768323870766328
U00058308,0.11957784779306047
U00090721,0.13863681576817932
U00039760,0.1463708172294073
U00017825,0.134588983991621
U00063463,0.14283573852060322
U00026810,0.13705145084411058
U00029771,0.13334666089611502
U00052068,0.16979485049820237
U00037712,0.15371254132923445
U00022567,0.1717852955843408
U00079111,0.12948492894584435
U00052360,0.10450666182499727
U00061740,0.1406994840536016
U00077314,0.12776449117715694
U00068416,0.11509331563870473
U00078862,0.16141059160568227
U00074685,0.12562067258719983
U00082881,0.17543914315101883
U00082458,0.1206690749884837
U00030829,0.1549023902182025
U00094435,0.14923673199061976
U00056958,0.12395822126194009
U00064919,0.12661228625976612
U00079740,0.11953083145790117
U00038925,0.13528675897163733
U00039409,0.13246350461408096
U00077224,0.1101546197829224
U00097343,0.10290714390430702
U00058030,0.12012098517371245
U00047983,0.10580061686313696
U00032030,0.12074793238193282
U00027808,0.12194201829073709
U00099527,0.12810078542617148
U00080057,0.1022901719681743
U00038735,0.11663004284692147
U00045472,0.14261672041909995
U00050654,0.10730470359764555
U00094574,0.10760742831464648
U00089157,0.1404132900654474
U00048030,0.13861289394481935
U00094065,0.10387368360266946
U00001149,0.10745388669029227
U00045568,0.1034633569180291
U00091221,0.1500217531932438
U00027959,0.13741661768547903
U00066292,0.11126447839431713
U00038481,0.10539578629385787
U00024713,0.10691388826220388
U00004541,0.12957146567259425
U00012600,0.10526538156769483
U00034257,0.14004499312769297
U00018449,0.11023296190381765
U00026549,0.11166511594069178
U00065199,0.133870195983882
U00037716,0.11410372014826825
U00032784,0.1317742724567703
U00042921,0.11568258664078224
U00035556,0.16005330677962049
U00035979,0.12098129657729095
U00064462,0.10901731916782043
U00053389,0.10402057933053827
U00066639,0.13129699385180554
U00025903,0.12514052737395742
U00035431,0.11049691310758458
U00079777,0.12427626882496179
U00039920,0.10542568659468726
U00050465,0.10271582815654867
U00025875,0.15126951573086006
U00011056,0.13294047814486726
U00050392,0.13015982242983798
U00000323,0.12479357669528701
U00050327,0.10849790584969016
U00093070,0.13784540636573284
U00069813,0.14552032569585344
U00040765,0.1307397975360457
U00076761,0.11556987215832987
U00080941,0.12278139779976482
U00076675,0.1274603945670258
U00015891,0.13049395069197395
U00041032,0.11252966837125011
U00043638,0.1480905156480396
U00096456,0.1605778623411726
U00022470,0.1735594620771116
U00065976,0.13541730942587682
U00094197,0.11130565590713809
U00093410,0.13207084800541075
U00080966,0.12509563629005682
U00077456,0.11561120907608036
U00048502,0.1499151677602743
U00041300,0.15256707533002195
U00057000,0.10932571245563671
U00003107,0.1266735057831318
U00033076,0.1627278098789547
U00025996,0.14395295037762407
U00051143,0.11894119122180757
U00083967,0.12079513578795614
U00037380,0.12340111789342084
U00040360,0.10781702773610524
U00045598,0.13535377284725802
U00074448,0.11015762825097442
U00052383,0.13533720565633472
U00073060,0.12947222176746281
U00073720,0.14460458594783426
U00014394,0.11982981268878168
U00032337,0.1386414394703012
U00068844,0.137998081501765
U00058495,0.13111596007763543
U00089615,0.17731375440319067
U00001163,0.11221736673988353
U00076643,0.13289183264379661
U00080277,0.11850735165062504
U00014314,0.14621039573046013
U00080475,0.10804454866991003
U00041580,0.14163840122172672
U00029106,0.14698344228080518
U00061014,0.10403930853888399
U00017973,0.1452985821675199
U00028386,0.18313088722231619
U00018751,0.12110529167191447
U00090727,0.15077638536057075
U00038110,0.12203663060030784
U00064596,0.12369537775981343
U00005219,0.13779568814333976
U00090828,0.1444687348306946
U00012740,0.10309839307506863
U00036676,0.13772636867714827
U00084838,0.12260500445758676
U00088541,0.12610658096950544
U00009395,0.10850565835151477
U00055595,0.10757286076888262
U00098181,0.1162287150915195
U00041034,0.1584533360152488
U00073785,0.13406537041419103
U00099518,0.15988693433300183
U00078343,0.1245705130848982
U00067524,0.1335474115936145
U00085754,0.11434190695015506
U00010272,0.10378620737216687
U00026938,0.13563492077309952
U00088193,0.11839646153634792
U00026386,0.1421602747908609
U00092738,0.1342835750271748
U00055825,0.13130488686451303
U00099275,0.13335476326123946
U00060232,0.12068305150425884
U00015076,0.11531286031562682
U00030799,0.15648953040206187
U00044148,0.12316702326890827
U00040991,0.1619520266515455
U00068734,0.13883403147248785
U00099281,0.10319161070007085
U00027677,0.12005163038734523
U00079434,0.11242994057773026
U00093172,0.11367025379144508
U00074225,0.14095532064233368
U00030951,0.11481354707877595
U00008607,0.12545600422335218
U00031520,0.13287428056965522
U00040262,0.1419018036026825
U00029271,0.14052183845893051
U00001236,0.10292838776000979
U00099072,0.11906219299659682
U00043215,0.10473349961491332
U00038660,0.10655455465990715
U00007638,0.12653886083861166
U00038125,0.11559843419655158
U00001889,0.10664712305254603
U00049737,0.11059086014597524
U00027501,0.13547878173820715
U00097557,0.11491630296923228
U00032384,0.1317270469818128
U00040274,0.10829990180329574
U00098016,0.10881436091665075
U00008307,0.12054535985838255
U00058626,0.1343343700176245
U00084279,0.11383590070435035
U00003986,0.1592970197973192
U00008292,0.12075114929738745
U00082241,0.11764020755656801
U00053506,0.12527394705737083
U00037285,0.10799824668546809
U00094134,0.12646340235663395
U00068126,0.11004586922282472
U00058688,0.1569122647300345
U00040559,0.10523651842678022
U00071001,0.1022658840825626
U00073363,0.11965693527947252
U00050153,0.1434558867795641
U00061849,0.11970570504477945
U00098391,0.12975983023073961
U00097423,0.13325663083450223
U00029176,0.11777775800674162
U00085250,0.1355680431477359
U00052963,0.1386248896633045
U00075670,0.13316258324184432
U00071966,0.13277902973947792
U00015284,0.12192857273077373
U00070250,0.10806838758298398
U00003272,0.12960804047825847
U00003054,0.12372555949974628
U00038972,0.1412616826775973
U00052058,0.11154436810866075
U00012628,0.12005668053297719
U00098185,0.11058668076483386
U00083981,0.14943078137563204
U00037814,0.1628574811869387
U00019201,0.12887104055442722
U00070865,0.10253322704211049
U00033664,0.1321693709535166
U00001819,0.12733039680026315
U00066266,0.1085049275781888
U00060219,0.1256825628789729
U00000141,0.10895878287521249
U00004324,0.11872320752512633
U00029845,0.14309123660454653
U00034962,0.11921942792808365
U00045769,0.12440903321446378
U00033599,0.16773187903568182
U00076772,0.12980345506376711
U00086006,0.13274722338563436
U00002665,0.131751730634933
U00079819,0.12796986937468452
U00063367,0.1159088308912562
U00022210,0.10617583120906737
U00070968,0.10446266628858952
U00072614,0.10872817733859724
U00083991,0.10328050126890115
U00006650,0.13166784022362038
U00071429,0.11866007954123942
U00074157,0.12691432643484624
U00054864,0.1352132636053337
U00007752,0.1371578804381867
U00023492,0.10485989348406083
U00051111,0.12803640129006566
U00018066,0.12137890278800056
U00050810,0.14931871859101864
U00022245,0.1021736132618361
U00000828,0.1261316040885443
U00044542,0.1297013475752012
U00006954,0.12719687432492194
U00056878,0.11197393225869218
U00016157,0.13094850511722717
U00091752,0.12152195992919498
U00062834,0.12041305328823448
U00091596,0.10676761292332437
U00088886,0.11809815251631367
U00086760,0.15740358967630957
U00040492,0.14766706518108447
U00015342,0.10376939760306142
U00056612,0.10676161842607507
U00068370,0.10965237424850455
U00043348,0.10915000981083656
U00035170,0.1354151166100837
U00049142,0.11276084541319742
U00034530,0.11856086259266468
U00046604,0.15894934384570342
U00008485,0.12178833875581407
U00062525,0.13850144814627763
U00057761,0.10333220448059521
U00058447,0.12766896038070175
U00047293,0.13356662078643577
U00078682,0.10789423410687105
U00066484,0.12767411223031644
U00049438,0.14661337257766666
U00015723,0.14894270546000843
U00005382,0.13814294623512197
U00042171,0.1449129600793021
U00094924,0.13711629119023644
U00034833,0.14156747786999735
U00091066,0.1348310239372041
U00048754,0.10434237668516408
U00063261,0.15123881278526435
U00083055,0.11439504426074038
U00060728,0.10696258580141915
U00046566,0.12715851823646135
U00076016,0.10279937731828939
U00026874,0.11745035763026634
U00012241,0.13176729556024835
U00067885,0.1191042019457702
U00082474,0.11710783845782419
U00007950,0.1145371408098681
U00054351,0.10526636204022627
U00081515,0.11474092574159533
U00007489,0.11081119851945531
U00000771,0.11471641463646975
U00010304,0.14669027047911554
U00039911,0.11002860224865407
U00078311,0.13440889463479183
U00038921,0.12329348662182082
U00005705,0.1411756931644959
U00089373,0.13004669081911546
U00058815,0.11641414565931263
U00025453,0.15450801948477494
U00017692,0.1330251265954947
U00033894,0.12577389558832047
U00031604,0.10234784947761877
U00094649,0.138381186753255
U00022306,0.13396240754619754
U00064406,0.10533567950757555
U00068263,0.1242557317099755
U00019263,0.1163206297988803
U00083566,0.12987923029263915
U00061267,0.10752023188218951
U00034999,0.13991831810297173
U00038153,0.10770631660949326
U00046429,0.1396311004643665
U00099487,0.12116224089533895
U00037523,0.13982793147023342
U00000737,0.11315707275071524
U00092849,0.11971306930993786
U00059883,0.11345076196963316
U00050767,0.1178041946805552
U00009228,0.11190398933293133
U00064879,0.1508643674210161
U00040417,0.1043528282696457
U00077902,0.11456375090395493
U00020691,0.12304171629616617
U00061053,0.1198641310368655
U00029691,0.10488495977886955
U00088168,0.13103149340464065
U00072612,0.16068240029442116
U00065282,0.12502387549833288
U00033340,0.11000303486060814
U00099394,0.1414688662619497
U00007515,0.15050794273553902
U00099591,0.10331519339984907
U00070448,0.11890925784549294
U00072979,0.15681748804114592
U00003719,0.14047901077249747
