用户ID,cluster_name
U00008471,中价值_清爽+保湿_中活跃中频高消费
U00008476,中价值_清爽+保湿_中活跃中频高消费
U00008583,中价值_清爽+保湿_中活跃中频高消费
U00008603,中价值_清爽+保湿_中活跃中频高消费
U00008609,中价值_清爽+保湿_中活跃中频高消费
U00008612,中价值_清爽+保湿_中活跃中频高消费
U00008728,中价值_清爽+保湿_中活跃中频高消费
U00008879,中价值_清爽+保湿_中活跃中频高消费
U00008946,中价值_清爽+保湿_中活跃中频高消费
U00008948,中价值_清爽+保湿_中活跃中频高消费
U00009268,中价值_清爽+保湿_中活跃中频高消费
U00009285,中价值_清爽+保湿_中活跃中频高消费
U00009359,中价值_清爽+保湿_中活跃中频高消费
U00009426,中价值_清爽+保湿_中活跃中频高消费
U00009552,中价值_清爽+保湿_中活跃中频高消费
U00009586,中价值_清爽+保湿_中活跃中频高消费
U00009588,中价值_清爽+保湿_中活跃中频高消费
U00009628,中价值_清爽+保湿_中活跃中频高消费
U00009640,中价值_清爽+保湿_中活跃中频高消费
U00009693,中价值_清爽+保湿_中活跃中频高消费
U00009726,中价值_清爽+保湿_中活跃中频高消费
U00009727,中价值_清爽+保湿_中活跃中频高消费
U00009914,中价值_清爽+保湿_中活跃中频高消费
U00009947,中价值_清爽+保湿_中活跃中频高消费
U00010079,中价值_清爽+保湿_中活跃中频高消费
U00010251,中价值_清爽+保湿_中活跃中频高消费
U00010264,中价值_清爽+保湿_中活跃中频高消费
U00010291,中价值_清爽+保湿_中活跃中频高消费
U00010421,中价值_清爽+保湿_中活跃中频高消费
U00010491,中价值_清爽+保湿_中活跃中频高消费
U00010544,中价值_清爽+保湿_中活跃中频高消费
U00010598,中价值_清爽+保湿_中活跃中频高消费
U00010608,中价值_清爽+保湿_中活跃中频高消费
U00010627,中价值_清爽+保湿_中活跃中频高消费
U00010730,中价值_清爽+保湿_中活跃中频高消费
U00010882,中价值_清爽+保湿_中活跃中频高消费
U00011203,中价值_清爽+保湿_中活跃中频高消费
U00011232,中价值_清爽+保湿_中活跃中频高消费
U00011241,中价值_清爽+保湿_中活跃中频高消费
U00011265,中价值_清爽+保湿_中活跃中频高消费
U00011354,中价值_清爽+保湿_中活跃中频高消费
U00011437,中价值_清爽+保湿_中活跃中频高消费
U00011487,中价值_清爽+保湿_中活跃中频高消费
U00011605,中价值_清爽+保湿_中活跃中频高消费
U00011740,中价值_清爽+保湿_中活跃中频高消费
U00011788,中价值_清爽+保湿_中活跃中频高消费
U00011801,中价值_清爽+保湿_中活跃中频高消费
U00011967,中价值_清爽+保湿_中活跃中频高消费
U00012031,中价值_清爽+保湿_中活跃中频高消费
U00012187,中价值_清爽+保湿_中活跃中频高消费
U00012520,中价值_清爽+保湿_中活跃中频高消费
U00012658,中价值_清爽+保湿_中活跃中频高消费
U00012719,中价值_清爽+保湿_中活跃中频高消费
U00012750,中价值_清爽+保湿_中活跃中频高消费
U00012755,中价值_清爽+保湿_中活跃中频高消费
U00012902,中价值_清爽+保湿_中活跃中频高消费
U00013350,中价值_清爽+保湿_中活跃中频高消费
U00013399,中价值_清爽+保湿_中活跃中频高消费
U00013415,中价值_清爽+保湿_中活跃中频高消费
U00013454,中价值_清爽+保湿_中活跃中频高消费
U00013506,中价值_清爽+保湿_中活跃中频高消费
U00013589,中价值_清爽+保湿_中活跃中频高消费
U00013612,中价值_清爽+保湿_中活跃中频高消费
U00013651,中价值_清爽+保湿_中活跃中频高消费
U00013715,中价值_清爽+保湿_中活跃中频高消费
U00013737,中价值_清爽+保湿_中活跃中频高消费
U00013831,中价值_清爽+保湿_中活跃中频高消费
U00013835,中价值_清爽+保湿_中活跃中频高消费
U00014096,中价值_清爽+保湿_中活跃中频高消费
U00014279,中价值_清爽+保湿_中活跃中频高消费
U00014345,中价值_清爽+保湿_中活跃中频高消费
U00014495,中价值_清爽+保湿_中活跃中频高消费
U00014580,中价值_清爽+保湿_中活跃中频高消费
U00014616,中价值_清爽+保湿_中活跃中频高消费
U00014651,中价值_清爽+保湿_中活跃中频高消费
U00014683,中价值_清爽+保湿_中活跃中频高消费
U00014767,中价值_清爽+保湿_中活跃中频高消费
U00014772,中价值_清爽+保湿_中活跃中频高消费
U00014789,中价值_清爽+保湿_中活跃中频高消费
U00014865,中价值_清爽+保湿_中活跃中频高消费
U00014893,中价值_清爽+保湿_中活跃中频高消费
U00014945,中价值_清爽+保湿_中活跃中频高消费
U00014946,中价值_清爽+保湿_中活跃中频高消费
U00015074,中价值_清爽+保湿_中活跃中频高消费
U00015149,中价值_清爽+保湿_中活跃中频高消费
U00015324,中价值_清爽+保湿_中活跃中频高消费
U00015333,中价值_清爽+保湿_中活跃中频高消费
U00015393,中价值_清爽+保湿_中活跃中频高消费
U00015396,中价值_清爽+保湿_中活跃中频高消费
U00015419,中价值_清爽+保湿_中活跃中频高消费
U00015456,中价值_清爽+保湿_中活跃中频高消费
U00015689,中价值_清爽+保湿_中活跃中频高消费
U00015716,中价值_清爽+保湿_中活跃中频高消费
U00015786,中价值_清爽+保湿_中活跃中频高消费
U00015807,中价值_清爽+保湿_中活跃中频高消费
U00015811,中价值_清爽+保湿_中活跃中频高消费
U00015837,中价值_清爽+保湿_中活跃中频高消费
U00015849,中价值_清爽+保湿_中活跃中频高消费
U00015873,中价值_清爽+保湿_中活跃中频高消费
U00015927,中价值_清爽+保湿_中活跃中频高消费
U00016096,中价值_清爽+保湿_中活跃中频高消费
U00016130,中价值_清爽+保湿_中活跃中频高消费
U00016138,中价值_清爽+保湿_中活跃中频高消费
U00016242,中价值_清爽+保湿_中活跃中频高消费
U00016408,中价值_清爽+保湿_中活跃中频高消费
U00016428,中价值_清爽+保湿_中活跃中频高消费
U00016493,中价值_清爽+保湿_中活跃中频高消费
U00016566,中价值_清爽+保湿_中活跃中频高消费
U00016730,中价值_清爽+保湿_中活跃中频高消费
U00016740,中价值_清爽+保湿_中活跃中频高消费
U00016798,中价值_清爽+保湿_中活跃中频高消费
U00016887,中价值_清爽+保湿_中活跃中频高消费
U00016930,中价值_清爽+保湿_中活跃中频高消费
U00016936,中价值_清爽+保湿_中活跃中频高消费
U00016954,中价值_清爽+保湿_中活跃中频高消费
U00017034,中价值_清爽+保湿_中活跃中频高消费
U00017063,中价值_清爽+保湿_中活跃中频高消费
U00017087,中价值_清爽+保湿_中活跃中频高消费
U00017109,中价值_清爽+保湿_中活跃中频高消费
U00017119,中价值_清爽+保湿_中活跃中频高消费
U00017137,中价值_清爽+保湿_中活跃中频高消费
U00017146,中价值_清爽+保湿_中活跃中频高消费
U00017434,中价值_清爽+保湿_中活跃中频高消费
U00017489,中价值_清爽+保湿_中活跃中频高消费
U00017508,中价值_清爽+保湿_中活跃中频高消费
U00017600,中价值_清爽+保湿_中活跃中频高消费
U00017624,中价值_清爽+保湿_中活跃中频高消费
U00017653,中价值_清爽+保湿_中活跃中频高消费
U00017695,中价值_清爽+保湿_中活跃中频高消费
U00017794,中价值_清爽+保湿_中活跃中频高消费
U00017870,中价值_清爽+保湿_中活跃中频高消费
U00017893,中价值_清爽+保湿_中活跃中频高消费
U00018146,中价值_清爽+保湿_中活跃中频高消费
U00018282,中价值_清爽+保湿_中活跃中频高消费
U00018351,中价值_清爽+保湿_中活跃中频高消费
U00018376,中价值_清爽+保湿_中活跃中频高消费
U00018407,中价值_清爽+保湿_中活跃中频高消费
U00018633,中价值_清爽+保湿_中活跃中频高消费
U00018725,中价值_清爽+保湿_中活跃中频高消费
U00018826,中价值_清爽+保湿_中活跃中频高消费
U00018836,中价值_清爽+保湿_中活跃中频高消费
U00018861,中价值_清爽+保湿_中活跃中频高消费
U00018893,中价值_清爽+保湿_中活跃中频高消费
U00019022,中价值_清爽+保湿_中活跃中频高消费
U00019100,中价值_清爽+保湿_中活跃中频高消费
U00019205,中价值_清爽+保湿_中活跃中频高消费
U00019294,中价值_清爽+保湿_中活跃中频高消费
U00019354,中价值_清爽+保湿_中活跃中频高消费
U00019517,中价值_清爽+保湿_中活跃中频高消费
U00019605,中价值_清爽+保湿_中活跃中频高消费
U00019683,中价值_清爽+保湿_中活跃中频高消费
U00019701,中价值_清爽+保湿_中活跃中频高消费
U00019958,中价值_清爽+保湿_中活跃中频高消费
U00020067,中价值_清爽+保湿_中活跃中频高消费
U00020160,中价值_清爽+保湿_中活跃中频高消费
U00020179,中价值_清爽+保湿_中活跃中频高消费
U00020244,中价值_清爽+保湿_中活跃中频高消费
U00020262,中价值_清爽+保湿_中活跃中频高消费
U00020556,中价值_清爽+保湿_中活跃中频高消费
U00020558,中价值_清爽+保湿_中活跃中频高消费
U00020598,中价值_清爽+保湿_中活跃中频高消费
U00020623,中价值_清爽+保湿_中活跃中频高消费
U00020801,中价值_清爽+保湿_中活跃中频高消费
U00020896,中价值_清爽+保湿_中活跃中频高消费
U00021065,中价值_清爽+保湿_中活跃中频高消费
U00021161,中价值_清爽+保湿_中活跃中频高消费
U00021256,中价值_清爽+保湿_中活跃中频高消费
U00021477,中价值_清爽+保湿_中活跃中频高消费
U00021566,中价值_清爽+保湿_中活跃中频高消费
U00021627,中价值_清爽+保湿_中活跃中频高消费
U00021781,中价值_清爽+保湿_中活跃中频高消费
U00021826,中价值_清爽+保湿_中活跃中频高消费
U00021918,中价值_清爽+保湿_中活跃中频高消费
U00021958,中价值_清爽+保湿_中活跃中频高消费
U00022131,中价值_清爽+保湿_中活跃中频高消费
U00022144,中价值_清爽+保湿_中活跃中频高消费
U00022248,中价值_清爽+保湿_中活跃中频高消费
U00022270,中价值_清爽+保湿_中活跃中频高消费
U00022298,中价值_清爽+保湿_中活跃中频高消费
U00022309,中价值_清爽+保湿_中活跃中频高消费
U00022349,中价值_清爽+保湿_中活跃中频高消费
U00022557,中价值_清爽+保湿_中活跃中频高消费
U00022560,中价值_清爽+保湿_中活跃中频高消费
U00022652,中价值_清爽+保湿_中活跃中频高消费
U00022702,中价值_清爽+保湿_中活跃中频高消费
U00022772,中价值_清爽+保湿_中活跃中频高消费
U00022791,中价值_清爽+保湿_中活跃中频高消费
U00022805,中价值_清爽+保湿_中活跃中频高消费
U00022988,中价值_清爽+保湿_中活跃中频高消费
U00023293,中价值_清爽+保湿_中活跃中频高消费
U00023296,中价值_清爽+保湿_中活跃中频高消费
U00023303,中价值_清爽+保湿_中活跃中频高消费
U00023306,中价值_清爽+保湿_中活跃中频高消费
U00023363,中价值_清爽+保湿_中活跃中频高消费
U00023390,中价值_清爽+保湿_中活跃中频高消费
U00023422,中价值_清爽+保湿_中活跃中频高消费
U00023443,中价值_清爽+保湿_中活跃中频高消费
U00023619,中价值_清爽+保湿_中活跃中频高消费
U00023632,中价值_清爽+保湿_中活跃中频高消费
U00023804,中价值_清爽+保湿_中活跃中频高消费
U00023948,中价值_清爽+保湿_中活跃中频高消费
U00023960,中价值_清爽+保湿_中活跃中频高消费
U00024093,中价值_清爽+保湿_中活跃中频高消费
U00024115,中价值_清爽+保湿_中活跃中频高消费
U00024220,中价值_清爽+保湿_中活跃中频高消费
U00024264,中价值_清爽+保湿_中活跃中频高消费
U00024303,中价值_清爽+保湿_中活跃中频高消费
U00024316,中价值_清爽+保湿_中活跃中频高消费
U00024385,中价值_清爽+保湿_中活跃中频高消费
U00024490,中价值_清爽+保湿_中活跃中频高消费
U00024564,中价值_清爽+保湿_中活跃中频高消费
U00024574,中价值_清爽+保湿_中活跃中频高消费
U00024591,中价值_清爽+保湿_中活跃中频高消费
U00024642,中价值_清爽+保湿_中活跃中频高消费
U00024669,中价值_清爽+保湿_中活跃中频高消费
U00024685,中价值_清爽+保湿_中活跃中频高消费
U00024691,中价值_清爽+保湿_中活跃中频高消费
U00024696,中价值_清爽+保湿_中活跃中频高消费
U00024816,中价值_清爽+保湿_中活跃中频高消费
U00024818,中价值_清爽+保湿_中活跃中频高消费
U00024969,中价值_清爽+保湿_中活跃中频高消费
U00025099,中价值_清爽+保湿_中活跃中频高消费
U00025249,中价值_清爽+保湿_中活跃中频高消费
U00025295,中价值_清爽+保湿_中活跃中频高消费
U00025340,中价值_清爽+保湿_中活跃中频高消费
U00025375,中价值_清爽+保湿_中活跃中频高消费
U00025384,中价值_清爽+保湿_中活跃中频高消费
U00025385,中价值_清爽+保湿_中活跃中频高消费
U00025393,中价值_清爽+保湿_中活跃中频高消费
U00025450,中价值_清爽+保湿_中活跃中频高消费
U00025563,中价值_清爽+保湿_中活跃中频高消费
U00025710,中价值_清爽+保湿_中活跃中频高消费
U00025734,中价值_清爽+保湿_中活跃中频高消费
U00025809,中价值_清爽+保湿_中活跃中频高消费
U00025977,中价值_清爽+保湿_中活跃中频高消费
U00026171,中价值_清爽+保湿_中活跃中频高消费
U00026218,中价值_清爽+保湿_中活跃中频高消费
U00026243,中价值_清爽+保湿_中活跃中频高消费
U00026255,中价值_清爽+保湿_中活跃中频高消费
U00026261,中价值_清爽+保湿_中活跃中频高消费
U00026272,中价值_清爽+保湿_中活跃中频高消费
U00026275,中价值_清爽+保湿_中活跃中频高消费
U00026296,中价值_清爽+保湿_中活跃中频高消费
U00026423,中价值_清爽+保湿_中活跃中频高消费
U00026561,中价值_清爽+保湿_中活跃中频高消费
U00026622,中价值_清爽+保湿_中活跃中频高消费
U00026671,中价值_清爽+保湿_中活跃中频高消费
U00026735,中价值_清爽+保湿_中活跃中频高消费
U00026757,中价值_清爽+保湿_中活跃中频高消费
U00026993,中价值_清爽+保湿_中活跃中频高消费
U00027020,中价值_清爽+保湿_中活跃中频高消费
U00027073,中价值_清爽+保湿_中活跃中频高消费
U00027079,中价值_清爽+保湿_中活跃中频高消费
U00027145,中价值_清爽+保湿_中活跃中频高消费
U00027176,中价值_清爽+保湿_中活跃中频高消费
U00027270,中价值_清爽+保湿_中活跃中频高消费
U00027325,中价值_清爽+保湿_中活跃中频高消费
U00027387,中价值_清爽+保湿_中活跃中频高消费
U00027397,中价值_清爽+保湿_中活跃中频高消费
U00027477,中价值_清爽+保湿_中活跃中频高消费
U00027652,中价值_清爽+保湿_中活跃中频高消费
U00027791,中价值_清爽+保湿_中活跃中频高消费
U00027806,中价值_清爽+保湿_中活跃中频高消费
U00027912,中价值_清爽+保湿_中活跃中频高消费
U00027948,中价值_清爽+保湿_中活跃中频高消费
U00028003,中价值_清爽+保湿_中活跃中频高消费
U00028152,中价值_清爽+保湿_中活跃中频高消费
U00028193,中价值_清爽+保湿_中活跃中频高消费
U00028226,中价值_清爽+保湿_中活跃中频高消费
U00028279,中价值_清爽+保湿_中活跃中频高消费
U00028299,中价值_清爽+保湿_中活跃中频高消费
U00028372,中价值_清爽+保湿_中活跃中频高消费
U00028479,中价值_清爽+保湿_中活跃中频高消费
U00028635,中价值_清爽+保湿_中活跃中频高消费
U00028687,中价值_清爽+保湿_中活跃中频高消费
U00028702,中价值_清爽+保湿_中活跃中频高消费
U00028709,中价值_清爽+保湿_中活跃中频高消费
U00028711,中价值_清爽+保湿_中活跃中频高消费
U00028811,中价值_清爽+保湿_中活跃中频高消费
U00028921,中价值_清爽+保湿_中活跃中频高消费
U00028937,中价值_清爽+保湿_中活跃中频高消费
U00029054,中价值_清爽+保湿_中活跃中频高消费
U00029059,中价值_清爽+保湿_中活跃中频高消费
U00029159,中价值_清爽+保湿_中活跃中频高消费
U00029191,中价值_清爽+保湿_中活跃中频高消费
U00029222,中价值_清爽+保湿_中活跃中频高消费
U00029303,中价值_清爽+保湿_中活跃中频高消费
U00029358,中价值_清爽+保湿_中活跃中频高消费
U00029419,中价值_清爽+保湿_中活跃中频高消费
U00029436,中价值_清爽+保湿_中活跃中频高消费
U00029523,中价值_清爽+保湿_中活跃中频高消费
U00029574,中价值_清爽+保湿_中活跃中频高消费
U00029602,中价值_清爽+保湿_中活跃中频高消费
U00029661,中价值_清爽+保湿_中活跃中频高消费
U00029696,中价值_清爽+保湿_中活跃中频高消费
U00029700,中价值_清爽+保湿_中活跃中频高消费
U00029701,中价值_清爽+保湿_中活跃中频高消费
U00029749,中价值_清爽+保湿_中活跃中频高消费
U00029752,中价值_清爽+保湿_中活跃中频高消费
U00030008,中价值_清爽+保湿_中活跃中频高消费
U00030028,中价值_清爽+保湿_中活跃中频高消费
U00030043,中价值_清爽+保湿_中活跃中频高消费
U00030115,中价值_清爽+保湿_中活跃中频高消费
U00030324,中价值_清爽+保湿_中活跃中频高消费
U00030374,中价值_清爽+保湿_中活跃中频高消费
U00030375,中价值_清爽+保湿_中活跃中频高消费
U00030425,中价值_清爽+保湿_中活跃中频高消费
U00030475,中价值_清爽+保湿_中活跃中频高消费
U00030554,中价值_清爽+保湿_中活跃中频高消费
U00030621,中价值_清爽+保湿_中活跃中频高消费
U00030835,中价值_清爽+保湿_中活跃中频高消费
U00030863,中价值_清爽+保湿_中活跃中频高消费
U00030907,中价值_清爽+保湿_中活跃中频高消费
U00030921,中价值_清爽+保湿_中活跃中频高消费
U00030972,中价值_清爽+保湿_中活跃中频高消费
U00031015,中价值_清爽+保湿_中活跃中频高消费
U00031206,中价值_清爽+保湿_中活跃中频高消费
U00031413,中价值_清爽+保湿_中活跃中频高消费
U00031415,中价值_清爽+保湿_中活跃中频高消费
U00031474,中价值_清爽+保湿_中活跃中频高消费
U00031536,中价值_清爽+保湿_中活跃中频高消费
U00031544,中价值_清爽+保湿_中活跃中频高消费
U00031787,中价值_清爽+保湿_中活跃中频高消费
U00031886,中价值_清爽+保湿_中活跃中频高消费
U00031905,中价值_清爽+保湿_中活跃中频高消费
U00032065,中价值_清爽+保湿_中活跃中频高消费
U00032079,中价值_清爽+保湿_中活跃中频高消费
U00032345,中价值_清爽+保湿_中活跃中频高消费
U00032355,中价值_清爽+保湿_中活跃中频高消费
U00032416,中价值_清爽+保湿_中活跃中频高消费
U00032665,中价值_清爽+保湿_中活跃中频高消费
U00032823,中价值_清爽+保湿_中活跃中频高消费
U00032828,中价值_清爽+保湿_中活跃中频高消费
U00032848,中价值_清爽+保湿_中活跃中频高消费
U00032935,中价值_清爽+保湿_中活跃中频高消费
U00032984,中价值_清爽+保湿_中活跃中频高消费
U00033077,中价值_清爽+保湿_中活跃中频高消费
U00033095,中价值_清爽+保湿_中活跃中频高消费
U00033127,中价值_清爽+保湿_中活跃中频高消费
U00033143,中价值_清爽+保湿_中活跃中频高消费
U00033165,中价值_清爽+保湿_中活跃中频高消费
U00033410,中价值_清爽+保湿_中活跃中频高消费
U00033460,中价值_清爽+保湿_中活跃中频高消费
U00033513,中价值_清爽+保湿_中活跃中频高消费
U00033610,中价值_清爽+保湿_中活跃中频高消费
U00033612,中价值_清爽+保湿_中活跃中频高消费
U00033705,中价值_清爽+保湿_中活跃中频高消费
U00033875,中价值_清爽+保湿_中活跃中频高消费
U00033984,中价值_清爽+保湿_中活跃中频高消费
U00034007,中价值_清爽+保湿_中活跃中频高消费
U00034137,中价值_清爽+保湿_中活跃中频高消费
U00034164,中价值_清爽+保湿_中活跃中频高消费
U00034471,中价值_清爽+保湿_中活跃中频高消费
U00034528,中价值_清爽+保湿_中活跃中频高消费
U00034653,中价值_清爽+保湿_中活跃中频高消费
U00034739,中价值_清爽+保湿_中活跃中频高消费
U00034746,中价值_清爽+保湿_中活跃中频高消费
U00034857,中价值_清爽+保湿_中活跃中频高消费
U00034944,中价值_清爽+保湿_中活跃中频高消费
U00034962,中价值_清爽+保湿_中活跃中频高消费
U00035044,中价值_清爽+保湿_中活跃中频高消费
U00035069,中价值_清爽+保湿_中活跃中频高消费
U00035141,中价值_清爽+保湿_中活跃中频高消费
U00035241,中价值_清爽+保湿_中活跃中频高消费
U00035286,中价值_清爽+保湿_中活跃中频高消费
U00035300,中价值_清爽+保湿_中活跃中频高消费
U00035335,中价值_清爽+保湿_中活跃中频高消费
U00035408,中价值_清爽+保湿_中活跃中频高消费
U00035419,中价值_清爽+保湿_中活跃中频高消费
U00035539,中价值_清爽+保湿_中活跃中频高消费
U00035596,中价值_清爽+保湿_中活跃中频高消费
U00035637,中价值_清爽+保湿_中活跃中频高消费
U00035657,中价值_清爽+保湿_中活跃中频高消费
U00035917,中价值_清爽+保湿_中活跃中频高消费
U00036069,中价值_清爽+保湿_中活跃中频高消费
U00036092,中价值_清爽+保湿_中活跃中频高消费
U00036111,中价值_清爽+保湿_中活跃中频高消费
U00036136,中价值_清爽+保湿_中活跃中频高消费
U00036162,中价值_清爽+保湿_中活跃中频高消费
U00036189,中价值_清爽+保湿_中活跃中频高消费
U00036234,中价值_清爽+保湿_中活跃中频高消费
U00036319,中价值_清爽+保湿_中活跃中频高消费
U00036432,中价值_清爽+保湿_中活跃中频高消费
U00036452,中价值_清爽+保湿_中活跃中频高消费
