用户ID,cluster_name
U00010880,高价值_抗衰+修护_高活跃高频高消费
U00011092,高价值_抗衰+修护_高活跃高频高消费
U00011102,高价值_抗衰+修护_高活跃高频高消费
U00011140,高价值_抗衰+修护_高活跃高频高消费
U00011222,高价值_抗衰+修护_高活跃高频高消费
U00011224,高价值_抗衰+修护_高活跃高频高消费
U00011236,高价值_抗衰+修护_高活跃高频高消费
U00011277,高价值_抗衰+修护_高活跃高频高消费
U00011351,高价值_抗衰+修护_高活跃高频高消费
U00011463,高价值_抗衰+修护_高活跃高频高消费
U00011497,高价值_抗衰+修护_高活跃高频高消费
U00011551,高价值_抗衰+修护_高活跃高频高消费
U00011552,高价值_抗衰+修护_高活跃高频高消费
U00011558,高价值_抗衰+修护_高活跃高频高消费
U00011758,高价值_抗衰+修护_高活跃高频高消费
U00011784,高价值_抗衰+修护_高活跃高频高消费
U00011893,高价值_抗衰+修护_高活跃高频高消费
U00011912,高价值_抗衰+修护_高活跃高频高消费
U00012036,高价值_抗衰+修护_高活跃高频高消费
U00012117,高价值_抗衰+修护_高活跃高频高消费
U00012131,高价值_抗衰+修护_高活跃高频高消费
U00012263,高价值_抗衰+修护_高活跃高频高消费
U00012271,高价值_抗衰+修护_高活跃高频高消费
U00012281,高价值_抗衰+修护_高活跃高频高消费
U00012304,高价值_抗衰+修护_高活跃高频高消费
U00012388,高价值_抗衰+修护_高活跃高频高消费
U00012399,高价值_抗衰+修护_高活跃高频高消费
U00012436,高价值_抗衰+修护_高活跃高频高消费
U00012452,高价值_抗衰+修护_高活跃高频高消费
U00012457,高价值_抗衰+修护_高活跃高频高消费
U00012461,高价值_抗衰+修护_高活跃高频高消费
U00012482,高价值_抗衰+修护_高活跃高频高消费
U00012568,高价值_抗衰+修护_高活跃高频高消费
U00012574,高价值_抗衰+修护_高活跃高频高消费
U00012580,高价值_抗衰+修护_高活跃高频高消费
U00012589,高价值_抗衰+修护_高活跃高频高消费
U00012665,高价值_抗衰+修护_高活跃高频高消费
U00012694,高价值_抗衰+修护_高活跃高频高消费
U00012796,高价值_抗衰+修护_高活跃高频高消费
U00012845,高价值_抗衰+修护_高活跃高频高消费
U00012859,高价值_抗衰+修护_高活跃高频高消费
U00012862,高价值_抗衰+修护_高活跃高频高消费
U00012930,高价值_抗衰+修护_高活跃高频高消费
U00012953,高价值_抗衰+修护_高活跃高频高消费
U00012965,高价值_抗衰+修护_高活跃高频高消费
U00013026,高价值_抗衰+修护_高活跃高频高消费
U00013121,高价值_抗衰+修护_高活跃高频高消费
U00013157,高价值_抗衰+修护_高活跃高频高消费
U00013226,高价值_抗衰+修护_高活跃高频高消费
U00013238,高价值_抗衰+修护_高活跃高频高消费
U00013261,高价值_抗衰+修护_高活跃高频高消费
U00013304,高价值_抗衰+修护_高活跃高频高消费
U00013438,高价值_抗衰+修护_高活跃高频高消费
U00013470,高价值_抗衰+修护_高活跃高频高消费
U00013472,高价值_抗衰+修护_高活跃高频高消费
U00013601,高价值_抗衰+修护_高活跃高频高消费
U00013650,高价值_抗衰+修护_高活跃高频高消费
U00013709,高价值_抗衰+修护_高活跃高频高消费
U00013740,高价值_抗衰+修护_高活跃高频高消费
U00013744,高价值_抗衰+修护_高活跃高频高消费
U00013846,高价值_抗衰+修护_高活跃高频高消费
U00013864,高价值_抗衰+修护_高活跃高频高消费
U00013892,高价值_抗衰+修护_高活跃高频高消费
U00013899,高价值_抗衰+修护_高活跃高频高消费
U00013944,高价值_抗衰+修护_高活跃高频高消费
U00013956,高价值_抗衰+修护_高活跃高频高消费
U00014047,高价值_抗衰+修护_高活跃高频高消费
U00014102,高价值_抗衰+修护_高活跃高频高消费
U00014124,高价值_抗衰+修护_高活跃高频高消费
U00014157,高价值_抗衰+修护_高活跃高频高消费
U00014182,高价值_抗衰+修护_高活跃高频高消费
U00014204,高价值_抗衰+修护_高活跃高频高消费
U00014285,高价值_抗衰+修护_高活跃高频高消费
U00014446,高价值_抗衰+修护_高活跃高频高消费
U00014664,高价值_抗衰+修护_高活跃高频高消费
U00014670,高价值_抗衰+修护_高活跃高频高消费
U00014690,高价值_抗衰+修护_高活跃高频高消费
U00014706,高价值_抗衰+修护_高活跃高频高消费
U00014714,高价值_抗衰+修护_高活跃高频高消费
U00014734,高价值_抗衰+修护_高活跃高频高消费
U00014822,高价值_抗衰+修护_高活跃高频高消费
U00014897,高价值_抗衰+修护_高活跃高频高消费
U00014989,高价值_抗衰+修护_高活跃高频高消费
U00015057,高价值_抗衰+修护_高活跃高频高消费
U00015105,高价值_抗衰+修护_高活跃高频高消费
U00015203,高价值_抗衰+修护_高活跃高频高消费
U00015224,高价值_抗衰+修护_高活跃高频高消费
U00015245,高价值_抗衰+修护_高活跃高频高消费
U00015280,高价值_抗衰+修护_高活跃高频高消费
U00015335,高价值_抗衰+修护_高活跃高频高消费
U00015400,高价值_抗衰+修护_高活跃高频高消费
U00015405,高价值_抗衰+修护_高活跃高频高消费
U00015425,高价值_抗衰+修护_高活跃高频高消费
U00015440,高价值_抗衰+修护_高活跃高频高消费
U00015491,高价值_抗衰+修护_高活跃高频高消费
U00015511,高价值_抗衰+修护_高活跃高频高消费
U00015560,高价值_抗衰+修护_高活跃高频高消费
U00015581,高价值_抗衰+修护_高活跃高频高消费
U00015617,高价值_抗衰+修护_高活跃高频高消费
U00015720,高价值_抗衰+修护_高活跃高频高消费
U00015765,高价值_抗衰+修护_高活跃高频高消费
U00015802,高价值_抗衰+修护_高活跃高频高消费
U00015824,高价值_抗衰+修护_高活跃高频高消费
U00015828,高价值_抗衰+修护_高活跃高频高消费
U00015881,高价值_抗衰+修护_高活跃高频高消费
U00015941,高价值_抗衰+修护_高活跃高频高消费
U00016055,高价值_抗衰+修护_高活跃高频高消费
U00016100,高价值_抗衰+修护_高活跃高频高消费
U00016157,高价值_抗衰+修护_高活跃高频高消费
U00016259,高价值_抗衰+修护_高活跃高频高消费
U00016292,高价值_抗衰+修护_高活跃高频高消费
U00016296,高价值_抗衰+修护_高活跃高频高消费
U00016354,高价值_抗衰+修护_高活跃高频高消费
U00016412,高价值_抗衰+修护_高活跃高频高消费
U00016507,高价值_抗衰+修护_高活跃高频高消费
U00016517,高价值_抗衰+修护_高活跃高频高消费
U00016527,高价值_抗衰+修护_高活跃高频高消费
U00016671,高价值_抗衰+修护_高活跃高频高消费
U00016672,高价值_抗衰+修护_高活跃高频高消费
U00016736,高价值_抗衰+修护_高活跃高频高消费
U00016762,高价值_抗衰+修护_高活跃高频高消费
U00016764,高价值_抗衰+修护_高活跃高频高消费
U00016883,高价值_抗衰+修护_高活跃高频高消费
U00016922,高价值_抗衰+修护_高活跃高频高消费
U00016972,高价值_抗衰+修护_高活跃高频高消费
U00016974,高价值_抗衰+修护_高活跃高频高消费
U00017020,高价值_抗衰+修护_高活跃高频高消费
U00017039,高价值_抗衰+修护_高活跃高频高消费
U00017075,高价值_抗衰+修护_高活跃高频高消费
U00017084,高价值_抗衰+修护_高活跃高频高消费
U00017114,高价值_抗衰+修护_高活跃高频高消费
U00017176,高价值_抗衰+修护_高活跃高频高消费
U00017180,高价值_抗衰+修护_高活跃高频高消费
U00017234,高价值_抗衰+修护_高活跃高频高消费
U00017250,高价值_抗衰+修护_高活跃高频高消费
U00017266,高价值_抗衰+修护_高活跃高频高消费
U00017270,高价值_抗衰+修护_高活跃高频高消费
U00017292,高价值_抗衰+修护_高活跃高频高消费
U00017330,高价值_抗衰+修护_高活跃高频高消费
U00017507,高价值_抗衰+修护_高活跃高频高消费
U00017592,高价值_抗衰+修护_高活跃高频高消费
U00017596,高价值_抗衰+修护_高活跃高频高消费
U00017729,高价值_抗衰+修护_高活跃高频高消费
U00017779,高价值_抗衰+修护_高活跃高频高消费
U00017880,高价值_抗衰+修护_高活跃高频高消费
U00017881,高价值_抗衰+修护_高活跃高频高消费
U00017885,高价值_抗衰+修护_高活跃高频高消费
U00018036,高价值_抗衰+修护_高活跃高频高消费
U00018056,高价值_抗衰+修护_高活跃高频高消费
U00018162,高价值_抗衰+修护_高活跃高频高消费
U00018210,高价值_抗衰+修护_高活跃高频高消费
U00018333,高价值_抗衰+修护_高活跃高频高消费
U00018377,高价值_抗衰+修护_高活跃高频高消费
U00018404,高价值_抗衰+修护_高活跃高频高消费
U00018423,高价值_抗衰+修护_高活跃高频高消费
U00018424,高价值_抗衰+修护_高活跃高频高消费
U00018473,高价值_抗衰+修护_高活跃高频高消费
U00018534,高价值_抗衰+修护_高活跃高频高消费
U00018566,高价值_抗衰+修护_高活跃高频高消费
U00018579,高价值_抗衰+修护_高活跃高频高消费
U00018629,高价值_抗衰+修护_高活跃高频高消费
U00018680,高价值_抗衰+修护_高活跃高频高消费
U00018707,高价值_抗衰+修护_高活跃高频高消费
U00018711,高价值_抗衰+修护_高活跃高频高消费
U00018953,高价值_抗衰+修护_高活跃高频高消费
U00019297,高价值_抗衰+修护_高活跃高频高消费
U00019401,高价值_抗衰+修护_高活跃高频高消费
U00019599,高价值_抗衰+修护_高活跃高频高消费
U00019615,高价值_抗衰+修护_高活跃高频高消费
U00019656,高价值_抗衰+修护_高活跃高频高消费
U00019791,高价值_抗衰+修护_高活跃高频高消费
U00019841,高价值_抗衰+修护_高活跃高频高消费
U00019861,高价值_抗衰+修护_高活跃高频高消费
U00019869,高价值_抗衰+修护_高活跃高频高消费
U00019903,高价值_抗衰+修护_高活跃高频高消费
U00020065,高价值_抗衰+修护_高活跃高频高消费
U00020152,高价值_抗衰+修护_高活跃高频高消费
U00020167,高价值_抗衰+修护_高活跃高频高消费
U00020211,高价值_抗衰+修护_高活跃高频高消费
U00020286,高价值_抗衰+修护_高活跃高频高消费
U00020329,高价值_抗衰+修护_高活跃高频高消费
U00020430,高价值_抗衰+修护_高活跃高频高消费
U00020516,高价值_抗衰+修护_高活跃高频高消费
U00020542,高价值_抗衰+修护_高活跃高频高消费
U00020635,高价值_抗衰+修护_高活跃高频高消费
U00020662,高价值_抗衰+修护_高活跃高频高消费
U00020680,高价值_抗衰+修护_高活跃高频高消费
U00020715,高价值_抗衰+修护_高活跃高频高消费
U00020739,高价值_抗衰+修护_高活跃高频高消费
U00020761,高价值_抗衰+修护_高活跃高频高消费
U00020778,高价值_抗衰+修护_高活跃高频高消费
U00020983,高价值_抗衰+修护_高活跃高频高消费
U00020991,高价值_抗衰+修护_高活跃高频高消费
U00021015,高价值_抗衰+修护_高活跃高频高消费
U00021020,高价值_抗衰+修护_高活跃高频高消费
U00021025,高价值_抗衰+修护_高活跃高频高消费
U00021047,高价值_抗衰+修护_高活跃高频高消费
U00021075,高价值_抗衰+修护_高活跃高频高消费
U00021098,高价值_抗衰+修护_高活跃高频高消费
U00021180,高价值_抗衰+修护_高活跃高频高消费
U00021208,高价值_抗衰+修护_高活跃高频高消费
U00021222,高价值_抗衰+修护_高活跃高频高消费
U00021296,高价值_抗衰+修护_高活跃高频高消费
U00021333,高价值_抗衰+修护_高活跃高频高消费
U00021351,高价值_抗衰+修护_高活跃高频高消费
U00021402,高价值_抗衰+修护_高活跃高频高消费
U00021497,高价值_抗衰+修护_高活跃高频高消费
U00021607,高价值_抗衰+修护_高活跃高频高消费
U00021610,高价值_抗衰+修护_高活跃高频高消费
U00021664,高价值_抗衰+修护_高活跃高频高消费
U00021743,高价值_抗衰+修护_高活跃高频高消费
U00021748,高价值_抗衰+修护_高活跃高频高消费
U00021884,高价值_抗衰+修护_高活跃高频高消费
U00021889,高价值_抗衰+修护_高活跃高频高消费
U00021897,高价值_抗衰+修护_高活跃高频高消费
U00021915,高价值_抗衰+修护_高活跃高频高消费
U00021930,高价值_抗衰+修护_高活跃高频高消费
U00021953,高价值_抗衰+修护_高活跃高频高消费
U00021986,高价值_抗衰+修护_高活跃高频高消费
U00022010,高价值_抗衰+修护_高活跃高频高消费
U00022049,高价值_抗衰+修护_高活跃高频高消费
U00022069,高价值_抗衰+修护_高活跃高频高消费
U00022073,高价值_抗衰+修护_高活跃高频高消费
U00022090,高价值_抗衰+修护_高活跃高频高消费
U00022096,高价值_抗衰+修护_高活跃高频高消费
U00022105,高价值_抗衰+修护_高活跃高频高消费
U00022141,高价值_抗衰+修护_高活跃高频高消费
U00022179,高价值_抗衰+修护_高活跃高频高消费
U00022187,高价值_抗衰+修护_高活跃高频高消费
U00022264,高价值_抗衰+修护_高活跃高频高消费
U00022267,高价值_抗衰+修护_高活跃高频高消费
U00022368,高价值_抗衰+修护_高活跃高频高消费
U00022399,高价值_抗衰+修护_高活跃高频高消费
U00022445,高价值_抗衰+修护_高活跃高频高消费
U00022458,高价值_抗衰+修护_高活跃高频高消费
U00022539,高价值_抗衰+修护_高活跃高频高消费
U00022540,高价值_抗衰+修护_高活跃高频高消费
U00022600,高价值_抗衰+修护_高活跃高频高消费
U00022646,高价值_抗衰+修护_高活跃高频高消费
U00022682,高价值_抗衰+修护_高活跃高频高消费
U00022695,高价值_抗衰+修护_高活跃高频高消费
U00022712,高价值_抗衰+修护_高活跃高频高消费
U00022795,高价值_抗衰+修护_高活跃高频高消费
U00022838,高价值_抗衰+修护_高活跃高频高消费
U00022970,高价值_抗衰+修护_高活跃高频高消费
U00023042,高价值_抗衰+修护_高活跃高频高消费
U00023052,高价值_抗衰+修护_高活跃高频高消费
U00023082,高价值_抗衰+修护_高活跃高频高消费
U00023091,高价值_抗衰+修护_高活跃高频高消费
U00023106,高价值_抗衰+修护_高活跃高频高消费
U00023114,高价值_抗衰+修护_高活跃高频高消费
U00023168,高价值_抗衰+修护_高活跃高频高消费
U00023177,高价值_抗衰+修护_高活跃高频高消费
U00023194,高价值_抗衰+修护_高活跃高频高消费
U00023212,高价值_抗衰+修护_高活跃高频高消费
U00023351,高价值_抗衰+修护_高活跃高频高消费
U00023354,高价值_抗衰+修护_高活跃高频高消费
U00023364,高价值_抗衰+修护_高活跃高频高消费
U00023525,高价值_抗衰+修护_高活跃高频高消费
U00023531,高价值_抗衰+修护_高活跃高频高消费
U00023564,高价值_抗衰+修护_高活跃高频高消费
U00023582,高价值_抗衰+修护_高活跃高频高消费
U00023620,高价值_抗衰+修护_高活跃高频高消费
U00023688,高价值_抗衰+修护_高活跃高频高消费
U00023720,高价值_抗衰+修护_高活跃高频高消费
U00023808,高价值_抗衰+修护_高活跃高频高消费
U00023810,高价值_抗衰+修护_高活跃高频高消费
U00023947,高价值_抗衰+修护_高活跃高频高消费
U00023977,高价值_抗衰+修护_高活跃高频高消费
U00024118,高价值_抗衰+修护_高活跃高频高消费
U00024275,高价值_抗衰+修护_高活跃高频高消费
U00024281,高价值_抗衰+修护_高活跃高频高消费
U00024510,高价值_抗衰+修护_高活跃高频高消费
U00024515,高价值_抗衰+修护_高活跃高频高消费
U00024549,高价值_抗衰+修护_高活跃高频高消费
U00024559,高价值_抗衰+修护_高活跃高频高消费
U00024573,高价值_抗衰+修护_高活跃高频高消费
U00024678,高价值_抗衰+修护_高活跃高频高消费
U00024853,高价值_抗衰+修护_高活跃高频高消费
U00024901,高价值_抗衰+修护_高活跃高频高消费
U00024916,高价值_抗衰+修护_高活跃高频高消费
U00025048,高价值_抗衰+修护_高活跃高频高消费
U00025060,高价值_抗衰+修护_高活跃高频高消费
U00025092,高价值_抗衰+修护_高活跃高频高消费
U00025106,高价值_抗衰+修护_高活跃高频高消费
U00025140,高价值_抗衰+修护_高活跃高频高消费
U00025147,高价值_抗衰+修护_高活跃高频高消费
U00025158,高价值_抗衰+修护_高活跃高频高消费
U00025207,高价值_抗衰+修护_高活跃高频高消费
U00025225,高价值_抗衰+修护_高活跃高频高消费
U00025242,高价值_抗衰+修护_高活跃高频高消费
U00025253,高价值_抗衰+修护_高活跃高频高消费
