用户ID,cluster_name
U00039744,中价值_抗衰+清爽_中活跃中频高消费
U00039933,中价值_抗衰+清爽_中活跃中频高消费
U00040239,中价值_抗衰+清爽_中活跃中频高消费
U00040251,中价值_抗衰+清爽_中活跃中频高消费
U00040256,中价值_抗衰+清爽_中活跃中频高消费
U00040352,中价值_抗衰+清爽_中活跃中频高消费
U00040582,中价值_抗衰+清爽_中活跃中频高消费
U00040646,中价值_抗衰+清爽_中活跃中频高消费
U00040792,中价值_抗衰+清爽_中活跃中频高消费
U00040823,中价值_抗衰+清爽_中活跃中频高消费
U00040985,中价值_抗衰+清爽_中活跃中频高消费
U00041121,中价值_抗衰+清爽_中活跃中频高消费
U00041205,中价值_抗衰+清爽_中活跃中频高消费
U00041295,中价值_抗衰+清爽_中活跃中频高消费
U00041317,中价值_抗衰+清爽_中活跃中频高消费
U00041467,中价值_抗衰+清爽_中活跃中频高消费
U00041518,中价值_抗衰+清爽_中活跃中频高消费
U00041535,中价值_抗衰+清爽_中活跃中频高消费
U00041584,中价值_抗衰+清爽_中活跃中频高消费
U00041613,中价值_抗衰+清爽_中活跃中频高消费
U00041796,中价值_抗衰+清爽_中活跃中频高消费
U00041929,中价值_抗衰+清爽_中活跃中频高消费
U00042024,中价值_抗衰+清爽_中活跃中频高消费
U00042069,中价值_抗衰+清爽_中活跃中频高消费
U00042112,中价值_抗衰+清爽_中活跃中频高消费
U00042159,中价值_抗衰+清爽_中活跃中频高消费
U00042585,中价值_抗衰+清爽_中活跃中频高消费
U00042692,中价值_抗衰+清爽_中活跃中频高消费
U00042717,中价值_抗衰+清爽_中活跃中频高消费
U00042738,中价值_抗衰+清爽_中活跃中频高消费
U00042835,中价值_抗衰+清爽_中活跃中频高消费
U00043112,中价值_抗衰+清爽_中活跃中频高消费
U00043341,中价值_抗衰+清爽_中活跃中频高消费
U00043371,中价值_抗衰+清爽_中活跃中频高消费
U00043437,中价值_抗衰+清爽_中活跃中频高消费
U00043455,中价值_抗衰+清爽_中活跃中频高消费
U00043506,中价值_抗衰+清爽_中活跃中频高消费
U00043525,中价值_抗衰+清爽_中活跃中频高消费
U00043634,中价值_抗衰+清爽_中活跃中频高消费
U00043736,中价值_抗衰+清爽_中活跃中频高消费
U00043878,中价值_抗衰+清爽_中活跃中频高消费
U00043888,中价值_抗衰+清爽_中活跃中频高消费
U00043936,中价值_抗衰+清爽_中活跃中频高消费
U00044020,中价值_抗衰+清爽_中活跃中频高消费
U00044176,中价值_抗衰+清爽_中活跃中频高消费
U00044289,中价值_抗衰+清爽_中活跃中频高消费
U00044371,中价值_抗衰+清爽_中活跃中频高消费
U00044914,中价值_抗衰+清爽_中活跃中频高消费
U00045088,中价值_抗衰+清爽_中活跃中频高消费
U00045216,中价值_抗衰+清爽_中活跃中频高消费
U00045244,中价值_抗衰+清爽_中活跃中频高消费
U00045413,中价值_抗衰+清爽_中活跃中频高消费
U00045550,中价值_抗衰+清爽_中活跃中频高消费
U00045629,中价值_抗衰+清爽_中活跃中频高消费
U00045667,中价值_抗衰+清爽_中活跃中频高消费
U00045748,中价值_抗衰+清爽_中活跃中频高消费
U00045798,中价值_抗衰+清爽_中活跃中频高消费
U00045907,中价值_抗衰+清爽_中活跃中频高消费
U00046208,中价值_抗衰+清爽_中活跃中频高消费
U00046417,中价值_抗衰+清爽_中活跃中频高消费
U00046435,中价值_抗衰+清爽_中活跃中频高消费
U00046597,中价值_抗衰+清爽_中活跃中频高消费
U00046765,中价值_抗衰+清爽_中活跃中频高消费
U00047036,中价值_抗衰+清爽_中活跃中频高消费
U00047104,中价值_抗衰+清爽_中活跃中频高消费
U00047350,中价值_抗衰+清爽_中活跃中频高消费
U00047498,中价值_抗衰+清爽_中活跃中频高消费
U00047675,中价值_抗衰+清爽_中活跃中频高消费
U00047727,中价值_抗衰+清爽_中活跃中频高消费
U00047740,中价值_抗衰+清爽_中活跃中频高消费
U00047769,中价值_抗衰+清爽_中活跃中频高消费
U00047811,中价值_抗衰+清爽_中活跃中频高消费
U00047967,中价值_抗衰+清爽_中活跃中频高消费
U00048080,中价值_抗衰+清爽_中活跃中频高消费
U00048496,中价值_抗衰+清爽_中活跃中频高消费
U00048658,中价值_抗衰+清爽_中活跃中频高消费
U00048668,中价值_抗衰+清爽_中活跃中频高消费
U00048701,中价值_抗衰+清爽_中活跃中频高消费
U00048733,中价值_抗衰+清爽_中活跃中频高消费
U00048892,中价值_抗衰+清爽_中活跃中频高消费
U00049012,中价值_抗衰+清爽_中活跃中频高消费
U00049034,中价值_抗衰+清爽_中活跃中频高消费
U00049035,中价值_抗衰+清爽_中活跃中频高消费
U00049088,中价值_抗衰+清爽_中活跃中频高消费
U00049170,中价值_抗衰+清爽_中活跃中频高消费
U00049186,中价值_抗衰+清爽_中活跃中频高消费
U00049207,中价值_抗衰+清爽_中活跃中频高消费
U00049265,中价值_抗衰+清爽_中活跃中频高消费
U00049280,中价值_抗衰+清爽_中活跃中频高消费
U00049371,中价值_抗衰+清爽_中活跃中频高消费
U00049547,中价值_抗衰+清爽_中活跃中频高消费
U00049616,中价值_抗衰+清爽_中活跃中频高消费
U00049775,中价值_抗衰+清爽_中活跃中频高消费
U00049857,中价值_抗衰+清爽_中活跃中频高消费
U00049962,中价值_抗衰+清爽_中活跃中频高消费
U00049987,中价值_抗衰+清爽_中活跃中频高消费
U00050233,中价值_抗衰+清爽_中活跃中频高消费
U00050288,中价值_抗衰+清爽_中活跃中频高消费
U00050347,中价值_抗衰+清爽_中活跃中频高消费
U00050473,中价值_抗衰+清爽_中活跃中频高消费
U00050638,中价值_抗衰+清爽_中活跃中频高消费
U00050666,中价值_抗衰+清爽_中活跃中频高消费
U00050770,中价值_抗衰+清爽_中活跃中频高消费
U00050787,中价值_抗衰+清爽_中活跃中频高消费
U00051190,中价值_抗衰+清爽_中活跃中频高消费
U00051225,中价值_抗衰+清爽_中活跃中频高消费
U00051388,中价值_抗衰+清爽_中活跃中频高消费
U00051668,中价值_抗衰+清爽_中活跃中频高消费
U00051681,中价值_抗衰+清爽_中活跃中频高消费
U00051809,中价值_抗衰+清爽_中活跃中频高消费
U00051881,中价值_抗衰+清爽_中活跃中频高消费
U00051894,中价值_抗衰+清爽_中活跃中频高消费
U00052011,中价值_抗衰+清爽_中活跃中频高消费
U00052035,中价值_抗衰+清爽_中活跃中频高消费
U00052195,中价值_抗衰+清爽_中活跃中频高消费
U00052236,中价值_抗衰+清爽_中活跃中频高消费
U00052369,中价值_抗衰+清爽_中活跃中频高消费
U00052388,中价值_抗衰+清爽_中活跃中频高消费
U00052557,中价值_抗衰+清爽_中活跃中频高消费
U00052637,中价值_抗衰+清爽_中活跃中频高消费
U00052900,中价值_抗衰+清爽_中活跃中频高消费
U00052946,中价值_抗衰+清爽_中活跃中频高消费
U00053215,中价值_抗衰+清爽_中活跃中频高消费
U00053232,中价值_抗衰+清爽_中活跃中频高消费
U00053251,中价值_抗衰+清爽_中活跃中频高消费
U00053280,中价值_抗衰+清爽_中活跃中频高消费
U00053308,中价值_抗衰+清爽_中活跃中频高消费
U00053424,中价值_抗衰+清爽_中活跃中频高消费
U00053512,中价值_抗衰+清爽_中活跃中频高消费
U00053574,中价值_抗衰+清爽_中活跃中频高消费
U00053578,中价值_抗衰+清爽_中活跃中频高消费
U00053598,中价值_抗衰+清爽_中活跃中频高消费
U00053652,中价值_抗衰+清爽_中活跃中频高消费
U00053698,中价值_抗衰+清爽_中活跃中频高消费
U00053783,中价值_抗衰+清爽_中活跃中频高消费
U00053895,中价值_抗衰+清爽_中活跃中频高消费
U00054120,中价值_抗衰+清爽_中活跃中频高消费
U00054164,中价值_抗衰+清爽_中活跃中频高消费
U00054261,中价值_抗衰+清爽_中活跃中频高消费
U00054284,中价值_抗衰+清爽_中活跃中频高消费
U00054336,中价值_抗衰+清爽_中活跃中频高消费
U00054408,中价值_抗衰+清爽_中活跃中频高消费
U00054420,中价值_抗衰+清爽_中活跃中频高消费
U00054666,中价值_抗衰+清爽_中活跃中频高消费
U00055134,中价值_抗衰+清爽_中活跃中频高消费
U00055292,中价值_抗衰+清爽_中活跃中频高消费
U00055341,中价值_抗衰+清爽_中活跃中频高消费
U00055472,中价值_抗衰+清爽_中活跃中频高消费
U00055709,中价值_抗衰+清爽_中活跃中频高消费
U00055750,中价值_抗衰+清爽_中活跃中频高消费
U00055795,中价值_抗衰+清爽_中活跃中频高消费
U00055857,中价值_抗衰+清爽_中活跃中频高消费
U00056160,中价值_抗衰+清爽_中活跃中频高消费
U00056215,中价值_抗衰+清爽_中活跃中频高消费
U00056274,中价值_抗衰+清爽_中活跃中频高消费
U00056296,中价值_抗衰+清爽_中活跃中频高消费
U00056426,中价值_抗衰+清爽_中活跃中频高消费
U00056450,中价值_抗衰+清爽_中活跃中频高消费
U00056619,中价值_抗衰+清爽_中活跃中频高消费
U00056696,中价值_抗衰+清爽_中活跃中频高消费
U00057010,中价值_抗衰+清爽_中活跃中频高消费
U00057326,中价值_抗衰+清爽_中活跃中频高消费
U00057392,中价值_抗衰+清爽_中活跃中频高消费
U00057405,中价值_抗衰+清爽_中活跃中频高消费
U00057527,中价值_抗衰+清爽_中活跃中频高消费
U00057533,中价值_抗衰+清爽_中活跃中频高消费
U00057577,中价值_抗衰+清爽_中活跃中频高消费
U00057854,中价值_抗衰+清爽_中活跃中频高消费
U00057964,中价值_抗衰+清爽_中活跃中频高消费
U00058084,中价值_抗衰+清爽_中活跃中频高消费
U00058099,中价值_抗衰+清爽_中活跃中频高消费
U00058156,中价值_抗衰+清爽_中活跃中频高消费
U00058176,中价值_抗衰+清爽_中活跃中频高消费
U00058280,中价值_抗衰+清爽_中活跃中频高消费
U00058344,中价值_抗衰+清爽_中活跃中频高消费
U00058449,中价值_抗衰+清爽_中活跃中频高消费
U00058644,中价值_抗衰+清爽_中活跃中频高消费
U00058666,中价值_抗衰+清爽_中活跃中频高消费
